"Id","StartDate","EnterpriseNumber"
"9.001.129.846",15-12-2000,"0474.063.051"
"9.001.130.044",10-06-2000,"0474.083.342"
"9.001.130.341",27-12-2000,"0474.126.397"
"9.001.130.539",07-11-2000,"0474.137.384"
"9.001.130.638",13-04-2000,"0474.138.473"
"9.001.130.836",26-07-2000,"0474.148.074"
"9.001.131.034",02-10-2000,"0474.157.873"
"9.001.131.331",30-01-2001,"0474.194.693"
"9.001.131.529",04-08-2000,"0474.212.610"
"9.001.131.628",01-01-2001,"0474.237.057"
"9.001.132.321",01-07-2002,"0474.294.465"
"9.001.132.420",01-01-2001,"0474.294.960"
"9.001.132.717",29-12-2000,"0474.323.961"
"9.001.133.014",15-01-2001,"0474.375.530"
"9.001.133.311",20-09-2000,"0474.383.349"
"9.001.133.707",22-12-2000,"0474.422.446"
"9.001.133.806",06-04-2001,"0474.423.139"
"9.001.134.004",26-03-2001,"0474.434.621"
"9.001.134.103",09-01-2001,"0474.436.403"
"9.001.134.497",28-07-2002,"0474.472.332"
"9.001.134.695",20-01-2001,"0474.510.934"
"9.001.134.992",20-03-2001,"0474.549.239"
"9.001.135.289",05-06-2000,"0474.581.507"
"9.001.135.388",09-04-2001,"0474.604.667"
"9.001.135.586",06-03-2001,"0474.631.490"
"9.001.135.784",17-04-2001,"0474.651.286"
"9.001.136.081",01-04-2001,"0474.690.086"
"9.001.136.774",18-05-2001,"0474.723.641"
"9.001.136.972",25-01-2001,"0474.752.543"
"9.001.137.071",01-04-2001,"0474.761.847"
"9.001.137.269",01-01-2001,"0474.778.772"
"9.001.137.467",16-02-2001,"0474.790.353"
"9.001.137.566",01-05-2001,"0474.799.954"
"9.001.137.863",14-05-2001,"0474.814.703"
"9.001.137.962",27-06-2000,"0474.829.747"
"9.001.138.061",16-05-2001,"0474.836.873"
"9.001.138.160",07-04-2001,"0474.837.368"
"9.001.138.457",21-05-2001,"0474.849.642"
"9.001.138.754",07-12-2000,"0474.867.755"
"9.001.139.249",19-06-2001,"0474.930.707"
"9.001.139.348",20-03-2001,"0474.934.764"
"9.001.139.546",13-12-2000,"0474.951.293"
"9.001.139.744",20-06-2001,"0474.989.796"
"9.001.139.942",31-03-2001,"0475.016.819"
"9.001.140.239",27-01-2001,"0475.056.312"
"9.001.140.338",01-06-2001,"0475.056.510"
"9.001.140.437",26-06-2001,"0475.062.448"
"9.001.140.635",27-04-2001,"0475.105.505"
"9.001.140.734",10-05-2001,"0475.106.295"
"9.001.140.833",25-04-2001,"0475.140.246"
"9.001.140.932",13-07-2001,"0475.141.533"
"9.001.141.031",01-04-2001,"0475.143.117"
"9.001.141.427",07-06-2001,"0475.148.857"
"9.001.141.625",03-07-2001,"0475.150.144"
"9.001.141.823",01-05-2001,"0475.153.906"
"9.001.141.922",20-03-2001,"0475.164.594"
"9.001.142.120",01-04-2004,"0475.196.268"
"9.001.142.615",09-08-2001,"0475.269.811"
"9.001.142.912",25-06-2001,"0475.319.497"
"9.001.143.011",06-07-2001,"0475.364.930"
"9.001.143.110",25-01-2002,"0475.376.313"
"9.001.143.209",23-05-2001,"0475.376.412"
"9.001.143.308",19-06-2001,"0475.379.380"
"9.001.143.803",22-06-2001,"0475.425.110"
"9.001.144.001",06-08-2001,"0475.430.949"
"9.001.144.791",01-07-2001,"0475.516.269"
"9.001.144.890",18-06-2001,"0475.521.615"
"9.001.145.088",14-03-2001,"0475.530.721"
"9.001.145.583",30-08-2001,"0475.558.732"
"9.001.145.880",03-09-2001,"0475.591.988"
"9.001.146.276",01-06-2001,"0475.616.833"
"9.001.146.474",21-08-2001,"0475.650.485"
"9.001.146.771",08-10-2001,"0475.697.403"
"9.001.146.870",10-08-2001,"0475.706.113"
"9.001.147.068",01-08-2001,"0475.728.382"
"9.001.147.167",04-09-2001,"0475.736.005"
"9.001.147.563",13-09-2001,"0475.799.747"
"9.001.147.662",01-07-2001,"0475.802.222"
"9.001.147.860",01-08-2001,"0475.818.850"
"9.001.147.959",10-10-2001,"0475.819.345"
"9.001.148.058",10-10-2001,"0475.819.741"
"9.001.148.157",15-05-2001,"0475.829.243"
"9.001.148.355",11-06-2001,"0475.872.496"
"9.001.148.850",08-11-2001,"0475.922.382"
"9.001.149.147",20-04-2001,"0475.929.312"
"9.001.150.137",14-02-2001,"0476.061.944"
"9.001.150.236",13-11-2001,"0476.063.825"
"9.001.150.533",01-10-2001,"0476.084.908"
"9.001.150.632",17-02-2015,"0476.091.143"
"9.001.150.830",26-10-2001,"0476.098.863"
"9.001.151.127",10-09-2001,"0476.107.375"
"9.001.151.622",03-07-2001,"0476.133.507"
"9.001.152.117",15-09-2001,"0476.185.371"
"9.001.152.315",01-06-2001,"0476.209.622"
"9.001.152.513",30-11-2001,"0476.221.696"
"9.001.152.612",14-12-2001,"0476.222.191"
"9.001.152.711",18-08-2021,"0476.229.121"
"9.001.152.810",28-09-2001,"0476.237.534"
"9.001.152.909",15-10-2001,"0476.238.128"
"9.001.153.008",03-01-2002,"0476.240.504"
"9.001.153.107",27-08-2004,"0476.245.947"
"9.001.153.206",15-10-2001,"0476.249.115"
"9.001.153.305",25-10-2001,"0476.263.961"
"9.001.153.701",01-06-2001,"0476.309.194"
"9.001.154.095",01-12-2001,"0476.348.588"
"9.001.154.689",20-12-2001,"0476.422.824"
"9.001.155.085",01-01-2002,"0476.512.401"
"9.001.155.382",04-02-2002,"0476.530.514"
"9.001.155.481",03-01-2002,"0476.551.991"
"9.001.155.778",08-01-2002,"0476.574.262"
"9.001.155.877",11-02-2002,"0476.577.430"
"9.001.156.273",14-12-2001,"0476.649.486"
"9.001.156.471",13-12-2001,"0476.650.971"
"9.001.156.669",02-09-2002,"0476.685.813"
"9.001.156.768",15-11-2002,"0476.692.147"
"9.001.157.362",16-01-2002,"0476.744.607"
"9.001.157.659",10-12-2001,"0476.783.902"
"9.001.158.055",29-11-2001,"0476.833.885"
"9.001.158.451",19-12-2001,"0476.906.141"
"9.001.158.649",24-10-2001,"0476.911.188"
"9.001.159.837",14-01-2002,"0477.017.393"
"9.001.160.134",22-02-2002,"0477.042.139"
"9.001.160.233",21-12-2001,"0477.064.905"
"9.001.160.530",10-01-2002,"0477.138.941"
"9.001.160.926",15-10-2001,"0477.172.197"
"9.001.161.025",01-01-2002,"0477.175.167"
"9.001.161.124",01-01-2017,"0477.185.065"
"9.001.161.916",01-01-2002,"0477.236.337"
"9.001.162.015",02-05-2002,"0477.240.493"
"9.001.162.114",26-02-2002,"0477.249.007"
"9.001.162.312",05-04-2002,"0477.272.365"
"9.001.163.104",28-11-2000,"0477.385.203"
"9.001.163.203",15-04-2002,"0477.385.597"
"9.001.163.302",01-05-2002,"0477.386.983"
"9.001.163.597",10-01-2002,"0477.399.554"
"9.001.163.696",31-12-2001,"0477.406.383"
"9.001.163.795",01-02-2002,"0477.426.179"
"9.001.163.894",15-02-2002,"0477.427.367"
"9.001.163.993",11-02-2002,"0477.451.222"
"9.001.164.092",04-04-2002,"0477.459.140"
"9.001.164.488",19-02-2002,"0477.593.059"
"9.001.164.587",24-05-2002,"0477.610.974"
"9.001.164.785",31-12-2001,"0477.635.918"
"9.001.165.379",16-01-2002,"0477.705.895"
"9.001.165.676",10-05-2002,"0477.739.846"
"9.001.165.874",18-03-2002,"0477.752.417"
"9.001.166.072",01-01-2007,"0477.806.558"
"9.001.166.765",07-05-2002,"0477.910.486"
"9.001.167.062",04-04-2002,"0477.945.427"
"9.001.167.359",19-11-2004,"0477.965.916"
"9.001.167.656",24-05-2002,"0478.000.063"
"9.001.168.250",01-06-2002,"0478.050.246"
"9.001.168.349",01-07-2020,"0478.051.236"
"9.001.168.448",22-02-2002,"0478.072.220"
"9.001.168.745",25-08-2003,"0478.098.152"
"9.001.168.943",23-04-2002,"0478.133.091"
"9.001.169.042",01-04-2002,"0478.144.177"
"9.001.169.339",25-06-2002,"0478.150.909"
"9.001.169.537",29-11-2001,"0478.157.342"
"9.001.169.834",01-07-2002,"0478.173.772"
"9.001.170.032",28-05-2002,"0478.200.201"
"9.001.170.626",29-08-2002,"0478.230.487"
"9.001.171.220",05-08-2002,"0478.294.132"
"9.001.171.418",07-05-2002,"0478.306.901"
"9.001.171.715",23-09-2002,"0478.340.157"
"9.001.171.814",18-09-2002,"0478.341.543"
"9.001.171.913",21-06-2002,"0478.362.626"
"9.001.172.210",04-02-2002,"0478.393.904"
"9.001.172.309",26-09-2002,"0478.414.589"
"9.001.172.606",26-09-2002,"0478.452.005"
"9.001.172.804",28-08-2002,"0478.466.851"
"9.001.172.903",24-06-2002,"0478.492.783"
"9.001.173.002",14-09-2002,"0478.501.097"
"9.001.173.297",09-10-2002,"0478.565.039"
"9.001.173.396",28-06-2002,"0478.567.910"
"9.001.173.693",01-06-2013,"0478.588.201"
"9.001.173.990",01-10-2002,"0478.603.938"
"9.001.174.089",09-10-2002,"0478.615.222"
"9.001.174.188",21-10-2002,"0478.623.635"
"9.001.174.485",03-10-2002,"0478.649.963"
"9.001.174.683",25-10-2002,"0478.665.108"
"9.001.174.782",26-09-2002,"0478.665.207"
"9.001.174.881",17-10-2002,"0478.688.763"
"9.001.175.277",21-08-2002,"0478.766.858"
"9.001.175.376",19-11-2002,"0478.785.466"
"9.001.175.673",20-11-2002,"0478.807.836"
"9.001.175.871",30-05-2002,"0478.811.004"
"9.001.175.970",16-10-2002,"0478.811.992"
"9.001.176.366",14-10-2002,"0478.841.983"
"9.001.176.465",01-01-2003,"0478.847.626"
"9.001.176.960",04-11-2002,"0478.874.845"
"9.001.177.059",27-09-2002,"0478.875.538"
"9.001.177.158",29-10-2002,"0478.888.109"
"9.001.177.752",16-09-2002,"0478.917.407"
"9.001.178.247",25-04-2007,"0478.983.129"
"9.001.178.346",01-10-2002,"0478.985.901"
"9.001.178.445",17-10-2002,"0479.035.785"
"9.001.178.544",10-12-2002,"0479.061.125"
"9.001.178.643",05-12-2002,"0479.109.922"
"9.001.178.742",10-01-2003,"0479.118.830"
"9.001.178.841",29-10-2002,"0479.122.887"
"9.001.179.039",15-11-2002,"0479.133.280"
"9.001.179.138",24-10-2002,"0479.140.903"
"9.001.179.534",22-11-2002,"0479.173.565"
"9.001.179.633",23-08-2002,"0479.192.173"
"9.001.179.732",12-09-2002,"0479.193.460"
"9.001.180.227",10-01-2003,"0479.254.432"
"9.001.180.722",15-11-2002,"0479.297.883"
"9.001.181.019",15-01-2003,"0479.322.926"
"9.001.181.118",15-01-2003,"0479.323.124"
"9.001.181.514",22-01-2003,"0479.366.278"
"9.001.182.207",01-01-2003,"0479.440.316"
"9.001.182.603",13-02-2003,"0479.500.395"
"9.001.183.096",02-12-2002,"0479.532.267"
"9.001.183.294",12-02-2003,"0479.571.166"
"9.001.183.591",18-02-2003,"0479.581.757"
"9.001.183.690",31-03-2003,"0479.608.085"
"9.001.183.789",31-01-2003,"0479.619.567"
"9.001.184.284",07-01-2003,"0479.638.175"
"9.001.184.581",22-10-2002,"0479.681.034"
"9.001.184.779",16-12-2002,"0479.701.325"
"9.001.184.977",01-07-2002,"0479.719.042"
"9.001.185.670",01-01-2003,"0479.798.127"
"9.001.186.066",02-04-2003,"0479.828.316"
"9.001.186.165",22-01-2003,"0479.855.040"
"9.001.186.660",28-03-2003,"0479.923.336"
"9.001.186.957",10-02-2003,"0479.940.657"
"9.001.187.056",23-04-2003,"0479.986.088"
"9.001.187.254",15-04-2003,"0480.016.970"
"9.001.187.353",30-09-2002,"0480.023.702"
"9.001.187.947",11-12-2002,"0480.094.669"
"9.001.188.046",20-03-2003,"0480.102.290"
"9.001.188.442",22-05-2003,"0480.187.315"
"9.001.188.640",13-03-2003,"0480.203.745"
"9.001.188.937",31-03-2003,"0480.233.340"
"9.001.189.036",04-10-2001,"0480.235.815"
"9.001.189.135",15-05-2003,"0480.238.090"
"9.001.190.125",20-05-2003,"0480.467.922"
"9.001.190.620",26-02-2002,"0480.757.536"
"9.001.191.016",06-11-2012,"0500.582.356"
"9.001.191.214",23-05-2018,"0500.792.093"
"9.001.191.511",16-11-2012,"0500.864.745"
"9.001.191.610",01-10-2010,"0500.864.844"
"9.001.191.907",26-11-2012,"0501.524.345"
"9.001.192.006",30-11-2011,"0501.557.997"
"9.001.192.105",24-10-2012,"0501.574.924"
"9.001.192.303",17-07-2012,"0501.652.821"
"9.001.192.402",30-11-2012,"0501.658.066"
"9.001.192.697",01-10-2012,"0501.775.357"
"9.001.192.895",01-08-2012,"0501.789.215"
"9.001.193.192",05-12-2012,"0501.831.280"
"9.001.193.588",11-12-2012,"0501.895.420"
"9.001.193.687",12-12-2012,"0501.922.342"
"9.001.193.984",11-12-2012,"0501.966.090"
"9.001.194.083",01-09-2012,"0502.280.351"
"9.001.194.182",03-03-2014,"0502.307.273"
"9.001.194.380",22-12-2012,"0502.384.477"
"9.001.194.479",14-11-2012,"0502.397.147"
"9.001.194.578",20-12-2012,"0502.518.792"
"9.001.194.776",21-01-2013,"0502.604.312"
"9.001.194.875",18-01-2013,"0502.604.708"
"9.001.194.974",22-01-2013,"0502.670.826"
"9.001.195.073",25-01-2013,"0502.782.573"
"9.001.195.370",01-01-2013,"0502.894.520"
"9.001.195.469",01-01-2013,"0502.954.007"
"9.001.195.568",27-04-2021,"0502.972.912"
"9.001.195.667",02-01-2013,"0502.973.011"
"9.001.195.766",23-01-2013,"0503.878.574"
"9.001.195.964",01-12-2012,"0503.989.036"
"9.001.196.261",02-11-2012,"0504.937.557"
"9.001.196.459",24-11-2014,"0505.681.289"
"9.001.196.558",01-10-2014,"0505.750.674"
"9.001.196.954",24-10-2014,"0505.893.701"
"9.001.197.152",30-05-2014,"0505.984.563"
"9.001.197.251",01-11-2014,"0506.623.278"
"9.001.197.350",05-12-2014,"0506.628.030"
"9.001.197.647",01-08-2014,"0506.667.325"
"9.001.197.746",01-10-2014,"0506.861.127"
"9.001.197.845",15-12-2014,"0506.870.926"
"9.001.198.637",18-12-2014,"0506.960.503"
"9.001.198.736",17-12-2014,"0506.983.366"
"9.001.198.934",17-11-2014,"0507.719.081"
"9.001.199.132",25-09-2014,"0507.760.455"
"9.001.199.429",11-12-2012,"0508.461.726"
"9.001.199.726",26-10-2012,"0508.555.360"
"9.001.200.023",07-09-2012,"0508.601.385"
"9.001.200.122",01-10-2007,"0508.624.745"
"9.001.200.221",08-10-2012,"0508.672.948"
"9.001.200.914",22-02-2013,"0511.996.484"
"9.001.201.013",22-02-2013,"0511.996.979"
"9.001.201.112",28-02-2013,"0518.948.713"
"9.001.201.508",01-02-2013,"0521.799.028"
"9.001.201.805",13-03-2013,"0521.948.585"
"9.001.201.904",13-03-2013,"0521.968.777"
"9.001.202.102",18-03-2013,"0523.923.823"
"9.001.202.496",01-10-2009,"0524.793.358"
"9.001.202.793",01-04-2013,"0524.874.819"
"9.001.202.892",01-03-2013,"0524.970.433"
"9.001.202.991",29-03-2013,"0524.974.688"
"9.001.203.090",13-02-2013,"0524.993.692"
"9.001.203.387",15-02-2013,"0525.715.848"
"9.001.203.585",03-04-2013,"0525.725.449"
"9.001.203.684",19-02-2013,"0525.729.607"
"9.001.203.783",18-01-2013,"0525.758.608"
"9.001.203.981",01-04-2013,"0525.809.680"
"9.001.204.080",12-11-2012,"0525.818.687"
"9.001.204.476",12-04-2013,"0525.989.131"
"9.001.204.575",19-02-2013,"0526.869.554"
"9.001.204.773",26-04-2013,"0527.999.902"
"9.001.204.971",10-04-2013,"0533.746.062"
"9.001.205.268",02-05-2013,"0533.821.583"
"9.001.205.565",06-05-2013,"0533.907.301"
"9.001.205.763",06-06-2011,"0533.973.122"
"9.001.205.961",13-05-2013,"0534.419.718"
"9.001.206.159",17-04-2013,"0534.451.291"
"9.001.206.357",21-05-2013,"0534.598.573"
"9.001.206.456",21-05-2013,"0534.599.266"
"9.001.206.555",05-03-2013,"0534.624.705"
"9.001.206.654",01-01-2013,"0534.720.715"
"9.001.206.852",16-05-2013,"0534.727.346"
"9.001.206.951",02-01-2006,"0534.747.340"
"9.001.207.050",08-03-2013,"0534.752.288"
"9.001.207.149",01-05-2013,"0534.785.249"
"9.001.207.248",22-04-2013,"0534.794.652"
"9.001.207.347",31-05-2013,"0534.825.336"
"9.001.207.446",01-06-2013,"0534.844.043"
"9.001.207.644",01-07-2013,"0534.907.587"
"9.001.207.743",04-06-2013,"0534.913.329"
"9.001.207.842",05-06-2013,"0534.944.409"
"9.001.208.040",24-05-2013,"0535.546.205"
"9.001.208.238",12-06-2013,"0535.626.080"
"9.001.208.535",18-06-2013,"0535.764.454"
"9.001.208.931",06-04-2016,"0535.900.650"
"9.001.209.030",29-05-2013,"0535.904.412"
"9.001.209.426",27-06-2013,"0535.998.739"
"9.001.209.624",01-05-2013,"0536.259.550"
"9.001.209.723",07-03-2013,"0536.274.101"
"9.001.209.822",21-03-2013,"0536.370.408"
"9.001.210.020",01-07-2013,"0536.412.572"
"9.001.210.317",02-07-2013,"0536.501.555"
"9.001.210.416",07-06-2013,"0536.544.117"
"9.001.210.614",10-02-1999,"0536.708.423"
"9.001.210.812",09-04-2013,"0536.877.182"
"9.001.210.911",22-07-2013,"0536.879.558"
"9.001.211.208",19-07-2013,"0536.943.104"
"9.001.211.307",29-07-2013,"0536.983.585"
"9.001.211.901",18-10-2013,"0537.667.931"
"9.001.212.196",12-08-2013,"0537.716.035"
"9.001.212.592",01-06-2013,"0537.838.373"
"9.001.212.790",06-01-2015,"0537.931.415"
"9.001.212.988",09-09-2013,"0537.997.335"
"9.001.213.087",19-04-2013,"0537.997.434"
"9.001.213.186",14-05-2008,"0538.335.152"
"9.001.213.285",17-04-2008,"0538.348.812"
"9.001.213.384",28-10-1994,"0538.386.919"
"9.001.213.483",16-08-2002,"0538.392.857"
"9.001.213.582",10-09-2013,"0538.472.833"
"9.001.213.780",12-09-2013,"0538.564.982"
"9.001.213.978",18-09-2013,"0538.725.033"
"9.001.214.275",01-07-2013,"0538.847.173"
"9.001.214.473",01-08-2013,"0539.728.487"
"9.001.214.572",01-10-2013,"0539.791.736"
"9.001.214.671",01-10-2013,"0539.793.617"
"9.001.214.869",01-07-2013,"0540.534.379"
"9.001.215.166",19-09-2013,"0540.661.370"
"9.001.215.265",04-10-2013,"0540.739.366"
"9.001.215.364",01-07-2013,"0540.745.009"
"9.001.215.463",14-10-2013,"0540.767.971"
"9.001.215.562",14-10-2013,"0540.783.116"
"9.001.215.760",11-01-2006,"0541.198.632"
"9.001.215.859",18-07-2013,"0541.319.683"
"9.001.216.156",25-10-2013,"0541.437.865"
"9.001.216.750",05-11-2013,"0541.666.212"
"9.001.216.849",13-08-2013,"0541.693.134"
"9.001.216.948",07-11-2013,"0541.725.895"
"9.001.217.047",21-01-2013,"0541.733.716"
"9.001.217.146",07-01-2013,"0541.769.546"
"9.001.217.245",03-09-2013,"0541.920.093"
"9.001.217.443",25-10-2013,"0541.922.469"
"9.001.217.839",19-11-2013,"0542.484.475"
"9.001.218.037",18-11-2013,"0542.504.370"
"9.001.218.235",01-11-2013,"0542.577.418"
"9.001.218.334",01-12-2013,"0542.602.657"
"9.001.218.631",15-10-2013,"0542.682.534"
"9.001.218.829",04-12-2013,"0542.685.997"
"9.001.219.324",21-11-2012,"0542.743.803"
"9.001.219.522",11-12-2013,"0542.895.736"
"9.001.219.621",19-11-2013,"0542.900.585"
"9.001.219.720",16-04-2013,"0542.966.606"
"9.001.219.819",15-10-2013,"0542.998.476"
"9.001.220.017",14-11-2013,"0543.381.132"
"9.001.220.215",03-12-2013,"0543.400.433"
"9.001.220.314",01-01-2014,"0543.457.742"
"9.001.220.710",06-12-2013,"0543.577.211"
"9.001.220.809",20-12-2013,"0543.643.230"
"9.001.220.908",30-12-2013,"0543.662.036"
"9.001.221.205",26-08-2013,"0543.986.886"
"9.001.221.304",27-07-1990,"0544.219.785"
"9.001.221.797",26-02-2019,"0544.277.787"
"9.001.222.094",28-11-2013,"0544.589.672"
"9.001.222.292",16-01-2014,"0544.658.067"
"9.001.222.391",01-10-2013,"0544.750.713"
"9.001.222.589",29-01-2014,"0544.829.994"
"9.001.222.787",01-02-2014,"0544.853.651"
"9.001.222.886",05-07-2018,"0544.888.491"
"9.001.222.985",23-12-2013,"0544.937.387"
"9.001.223.282",14-05-2012,"0545.896.994"
"9.001.223.480",06-05-1985,"0546.162.161"
"9.001.223.579",13-01-2014,"0546.514.529"
"9.001.223.678",30-01-2014,"0546.553.626"
"9.001.223.777",20-01-2014,"0546.587.476"
"9.001.223.876",23-01-2019,"0546.596.384"
"9.001.224.173",12-02-2014,"0546.669.135"
"9.001.224.272",10-02-2014,"0546.739.807"
"9.001.224.371",03-02-2014,"0546.750.693"
"9.001.224.767",26-02-2014,"0546.919.652"
"9.001.224.866",27-02-2014,"0546.930.837"
"9.001.225.064",27-02-2014,"0546.943.210"
"9.001.225.163",10-10-2015,"0546.994.678"
"9.001.225.262",03-03-2014,"0547.612.609"
"9.001.225.559",03-05-2018,"0547.744.152"
"9.001.226.153",06-02-2014,"0548.767.602"
"9.001.226.252",01-07-2017,"0548.815.706"
"9.001.226.450",24-09-2013,"0548.864.404"
"9.001.226.549",18-03-2014,"0548.902.016"
"9.001.226.648",24-03-2014,"0548.912.904"
"9.001.226.747",25-03-2014,"0548.914.882"
"9.001.226.846",27-03-2014,"0548.955.068"
"9.001.227.143",01-01-2013,"0550.539.633"
"9.001.227.539",11-04-2014,"0550.643.165"
"9.001.227.737",07-11-2013,"0550.860.624"
"9.001.227.836",28-02-2014,"0550.864.978"
"9.001.227.935",19-03-2014,"0550.905.560"
"9.001.228.034",12-02-2014,"0551.873.976"
"9.001.228.133",23-07-2013,"0551.904.858"
"9.001.228.232",09-05-2014,"0552.554.857"
"9.001.228.331",09-05-2014,"0552.654.035"
"9.001.228.529",21-03-2014,"0552.712.631"
"9.001.228.628",15-05-2014,"0552.719.757"
"9.001.228.727",11-06-2015,"0552.764.990"
"9.001.228.826",01-01-2015,"0552.775.284"
"9.001.228.925",06-05-2014,"0552.810.522"
"9.001.229.024",27-01-2014,"0552.815.173"
"9.001.229.123",07-04-2014,"0552.879.214"
"9.001.229.717",15-05-2014,"0553.799.031"
"9.001.230.014",28-01-2014,"0553.935.722"
"9.001.230.113",22-05-2014,"0553.941.264"
"9.001.230.410",04-06-2014,"0554.703.012"
"9.001.230.509",01-07-2014,"0554.773.880"
"9.001.230.608",28-05-2014,"0554.792.488"
"9.001.230.707",06-05-2014,"0554.918.390"
"9.001.230.806",17-12-2012,"0555.685.977"
"9.001.231.103",07-07-2014,"0555.748.137"
"9.001.231.202",05-07-2014,"0555.791.687"
"9.001.231.301",02-04-2015,"0555.828.014"
"9.001.231.497",28-01-2019,"0555.906.802"
"9.001.231.695",09-07-2014,"0555.926.497"
"9.001.231.794",15-07-2014,"0556.615.494"
"9.001.231.992",31-03-2014,"0556.721.206"
"9.001.232.289",01-01-2014,"0556.764.855"
"9.001.232.586",03-06-2014,"0556.821.966"
"9.001.232.784",12-01-2015,"0556.845.920"
"9.001.232.982",26-10-2017,"0556.891.945"
"9.001.233.081",18-07-2014,"0556.898.675"
"9.001.233.180",01-07-2014,"0556.957.568"
"9.001.233.279",05-06-2014,"0556.978.849"
"9.001.233.378",04-02-1992,"0557.748.515"
"9.001.233.477",31-05-2002,"0557.902.824"
"9.001.233.675",09-06-2014,"0557.948.057"
"9.001.233.873",01-08-2014,"0557.990.718"
"9.001.234.071",11-06-2014,"0558.859.758"
"9.001.234.368",13-08-2014,"0559.804.717"
"9.001.234.467",13-08-2014,"0559.809.467"
"9.001.234.566",14-08-2014,"0559.829.560"
"9.001.234.665",16-02-2018,"0559.883.010"
"9.001.234.764",24-07-2014,"0559.967.736"
"9.001.234.962",27-08-2014,"0560.755.614"
"9.001.235.061",01-01-2014,"0560.814.111"
"9.001.235.160",01-09-2014,"0560.814.309"
"9.001.235.259",29-08-2014,"0560.833.313"
"9.001.235.457",15-07-2014,"0560.885.375"
"9.001.235.655",28-04-2014,"0560.939.320"
"9.001.235.754",10-10-2016,"0561.761.048"
"9.001.235.853",20-06-2014,"0561.874.874"
"9.001.235.952",31-01-2015,"0561.894.868"
"9.001.236.249",31-07-2014,"0561.976.032"
"9.001.236.546",29-08-2014,"0562.729.860"
"9.001.236.645",18-09-2014,"0562.771.432"
"9.001.236.744",05-09-2014,"0562.847.151"
"9.001.237.041",01-04-2014,"0563.469.832"
"9.001.237.140",02-09-2014,"0563.635.128"
"9.001.237.239",30-09-2014,"0563.867.532"
"9.001.237.338",30-09-2014,"0563.867.928"
"9.001.237.437",30-09-2014,"0563.868.819"
"9.001.237.635",01-06-2018,"0563.911.775"
"9.001.237.734",06-08-2014,"0563.935.729"
"9.001.238.130",09-09-2014,"0564.826.248"
"9.001.238.625",20-10-2014,"0564.959.573"
"9.001.238.724",20-10-2014,"0564.962.147"
"9.001.238.823",01-09-2014,"0564.962.741"
"9.001.239.021",03-10-2014,"0565.954.121"
"9.001.239.120",11-07-2014,"0565.975.994"
"9.001.239.219",05-06-2015,"0565.977.380"
"9.001.239.516",31-10-2014,"0566.987.170"
"9.001.239.813",04-11-2014,"0567.565.212"
"9.001.240.110",07-08-2020,"0567.755.945"
"9.001.240.209",14-02-2012,"0567.781.778"
"9.001.240.308",14-11-2014,"0567.799.891"
"9.001.240.407",17-11-2014,"0567.859.675"
"9.001.240.506",17-11-2014,"0567.867.890"
"9.001.241.001",17-12-2014,"0568.530.658"
"9.001.241.197",15-05-2013,"0568.707.139"
"9.001.241.494",01-12-2014,"0568.818.391"
"9.001.241.692",30-12-2014,"0589.949.149"
"9.001.241.791",30-11-2014,"0589.960.829"
"9.001.241.890",02-01-2015,"0597.644.912"
"9.001.242.088",01-04-2015,"0597.784.571"
"9.001.242.187",10-02-2015,"0597.841.286"
"9.001.242.286",25-01-2015,"0597.866.032"
"9.001.242.484",11-12-2014,"0597.903.545"
"9.001.242.979",14-10-2014,"0598.793.173"
"9.001.243.078",15-04-2015,"0598.805.447"
"9.001.243.177",23-01-2015,"0598.872.456"
"9.001.243.276",28-01-2015,"0598.900.467"
"9.001.243.375",02-02-2015,"0598.904.922"
"9.001.243.573",30-06-2015,"0598.967.773"
"9.001.243.771",30-01-2015,"0599.768.519"
"9.001.243.969",13-02-2015,"0599.815.930"
"9.001.244.266",27-01-2015,"0599.912.732"
"9.001.244.563",07-03-2015,"0600.815.426"
"9.001.244.662",01-01-2015,"0600.832.054"
"9.001.244.761",10-03-2015,"0600.855.018"
"9.001.244.959",10-02-2015,"0600.856.701"
"9.001.245.058",10-03-2015,"0600.886.987"
"9.001.245.652",13-10-2014,"0607.886.726"
"9.001.245.751",23-12-2014,"0607.919.487"
"9.001.245.949",20-02-2015,"0612.984.570"
"9.001.246.642",01-04-2015,"0627.793.106"
"9.001.246.741",01-04-2015,"0627.793.601"
"9.001.246.840",17-02-2015,"0627.798.846"
"9.001.247.137",31-03-2015,"0628.573.361"
"9.001.247.335",08-04-2015,"0628.771.816"
"9.001.247.434",22-04-2015,"0628.795.669"
"9.001.247.533",26-03-2015,"0628.827.838"
"9.001.247.632",23-04-2015,"0628.841.595"
"9.001.247.830",02-04-2015,"0628.865.450"
"9.001.247.929",09-09-2021,"0628.887.226"
"9.001.248.028",01-04-2015,"0628.895.639"
"9.001.248.523",15-04-2015,"0629.759.533"
"9.001.248.721",20-03-2015,"0629.806.845"
"9.001.248.820",18-03-2015,"0629.865.243"
"9.001.249.018",01-08-2014,"0629.891.274"
"9.001.249.117",01-01-2015,"0629.904.043"
"9.001.249.216",21-04-2015,"0629.935.915"
"9.001.249.513",26-01-2015,"0630.648.171"
"9.001.249.711",10-04-2015,"0630.726.563"
"9.001.250.206",15-12-2014,"0630.894.631"
"9.001.250.305",01-06-2015,"0630.970.746"
"9.001.250.404",12-05-2015,"0630.974.805"
