"Id","StartDate","EnterpriseNumber"
"9.000.489.547",15-10-1980,"0421.634.749"
"9.000.489.646",01-05-1981,"0421.645.241"
"9.000.489.745",01-01-1981,"0421.679.190"
"9.000.489.844",13-04-1981,"0421.679.685"
"9.000.489.943",02-06-1981,"0421.701.362"
"9.000.490.042",01-06-1981,"0421.701.659"
"9.000.490.141",16-06-1981,"0421.702.847"
"9.000.490.240",01-08-1981,"0421.703.441"
"9.000.490.735",10-06-1981,"0421.750.654"
"9.000.490.933",01-06-1981,"0421.751.743"
"9.000.491.032",02-07-1981,"0421.752.337"
"9.000.491.824",29-07-1981,"0421.803.510"
"9.000.492.121",17-07-1981,"0421.822.217"
"9.000.492.319",14-11-1980,"0421.834.588"
"9.000.492.517",16-07-1981,"0421.850.228"
"9.000.492.814",25-06-1981,"0421.872.596"
"9.000.493.210",03-08-1981,"0421.878.734"
"9.000.493.309",19-05-1981,"0421.880.714"
"9.000.493.408",23-10-1980,"0421.882.494"
"9.000.493.507",01-01-1981,"0421.883.187"
"9.000.493.606",07-08-1981,"0421.884.771"
"9.000.493.705",04-08-1981,"0421.887.840"
"9.000.494.002",01-01-1983,"0421.935.152"
"9.000.494.297",08-07-1981,"0421.953.265"
"9.000.494.594",01-09-1981,"0421.966.034"
"9.000.494.792",01-09-1981,"0421.968.806"
"9.000.494.891",16-01-1981,"0421.975.734"
"9.000.495.089",22-10-1981,"0421.990.976"
"9.000.495.287",12-10-1981,"0422.002.458"
"9.000.495.386",25-08-1981,"0422.007.309"
"9.000.495.485",16-10-1981,"0422.030.568"
"9.000.495.584",01-10-1981,"0422.043.337"
"9.000.496.673",25-06-1981,"0422.108.168"
"9.000.497.069",01-05-1981,"0422.156.371"
"9.000.497.366",01-10-1981,"0422.175.573"
"9.000.497.960",20-01-1982,"0422.189.431"
"9.000.498.950",20-10-1981,"0422.271.286"
"9.000.499.346",02-10-1981,"0422.307.910"
"9.000.499.445",30-10-1981,"0422.314.541"
"9.000.499.742",09-02-1982,"0422.343.443"
"9.000.500.336",13-01-1982,"0422.380.461"
"9.000.500.732",15-12-1992,"0422.393.230"
"9.000.500.930",30-11-1981,"0422.408.373"
"9.000.501.029",27-10-1981,"0422.408.769"
"9.000.501.227",01-12-1981,"0422.414.214"
"9.000.501.326",01-09-1982,"0422.435.295"
"9.000.501.425",21-01-1982,"0422.438.166"
"9.000.501.821",03-08-1981,"0422.476.174"
"9.000.502.118",22-01-1982,"0422.503.987"
"9.000.502.217",01-01-1982,"0422.516.261"
"9.000.502.316",21-10-1981,"0422.527.446"
"9.000.502.514",01-01-1982,"0422.534.770"
"9.000.502.712",17-11-1981,"0422.550.410"
"9.000.502.811",16-11-1981,"0422.552.883"
"9.000.503.108",02-11-1981,"0422.574.362"
"9.000.503.207",01-01-1982,"0422.579.510"
"9.000.503.504",03-03-1982,"0422.593.267"
"9.000.503.997",28-12-1981,"0422.598.613"
"9.000.504.096",11-01-1982,"0422.600.987"
"9.000.504.195",12-11-1981,"0422.601.284"
"9.000.504.690",11-05-1981,"0422.640.876"
"9.000.504.987",30-03-1982,"0422.661.464"
"9.000.505.086",30-04-2015,"0422.669.382"
"9.000.505.185",07-04-1982,"0422.678.488"
"9.000.505.284",05-05-1982,"0422.687.495"
"9.000.505.383",30-06-1981,"0422.692.742"
"9.000.506.076",23-04-1982,"0422.741.539"
"9.000.506.571",16-04-1982,"0422.797.264"
"9.000.507.660",10-05-1982,"0422.857.246"
"9.000.507.759",10-06-1982,"0422.863.976"
"9.000.508.749",15-04-1982,"0422.931.381"
"9.000.508.848",11-08-1982,"0422.948.110"
"9.000.509.343",16-10-1981,"0422.983.445"
"9.000.509.442",12-08-1982,"0422.989.878"
"9.000.509.541",11-06-1982,"0422.998.291"
"9.000.509.640",11-06-1982,"0423.009.872"
"9.000.509.739",01-09-1982,"0423.014.030"
"9.000.509.838",06-09-1982,"0423.026.304"
"9.000.509.937",01-01-1983,"0423.034.024"
"9.000.510.036",22-12-1981,"0423.036.103"
"9.000.510.531",15-12-1992,"0423.075.693"
"9.000.510.729",08-10-1982,"0423.089.056"
"9.000.511.125",05-10-1982,"0423.122.809"
"9.000.511.323",06-07-1982,"0423.133.992"
"9.000.511.620",07-09-1982,"0423.144.979"
"9.000.511.719",15-11-1982,"0423.168.735"
"9.000.511.818",18-10-1982,"0423.177.940"
"9.000.512.115",02-11-1982,"0423.209.911"
"9.000.512.313",21-06-1982,"0423.236.041"
"9.000.512.610",02-07-1980,"0423.249.701"
"9.000.512.709",16-12-1982,"0423.250.491"
"9.000.513.006",23-11-1982,"0423.272.366"
"9.000.513.105",03-08-1982,"0423.300.773"
"9.000.513.501",13-12-1982,"0423.377.878"
"9.000.513.895",09-01-1983,"0423.432.813"
"9.000.514.093",13-12-1982,"0423.454.191"
"9.000.515.083",07-04-1982,"0423.517.242"
"9.000.516.667",02-12-1982,"0423.642.748"
"9.000.516.766",31-03-1999,"0423.647.005"
"9.000.517.063",14-01-1983,"0423.734.701"
"9.000.517.162",10-01-1983,"0423.746.478"
"9.000.517.261",01-03-1983,"0423.752.913"
"9.000.517.459",22-02-1983,"0423.757.960"
"9.000.517.558",15-02-1983,"0423.760.435"
"9.000.518.053",05-01-1983,"0423.778.548"
"9.000.518.251",18-03-1983,"0423.788.446"
"9.000.518.647",10-01-1983,"0423.838.332"
"9.000.518.746",24-09-1982,"0423.905.341"
"9.000.518.845",08-02-1983,"0423.905.737"
"9.000.518.944",05-05-1983,"0423.943.547"
"9.000.519.043",24-04-1982,"0423.944.438"
"9.000.519.241",01-01-1983,"0423.953.742"
"9.000.519.340",30-03-1983,"0423.953.940"
"9.000.519.439",03-05-1983,"0423.960.472"
"9.000.519.538",18-04-1983,"0423.965.026"
"9.000.519.736",23-09-1983,"0423.972.152"
"9.000.519.934",27-04-1983,"0424.025.008"
"9.000.520.033",20-05-1983,"0424.029.956"
"9.000.520.924",02-06-1983,"0424.094.490"
"9.000.521.023",20-01-1983,"0424.098.945"
"9.000.521.221",02-06-1983,"0424.115.771"
"9.000.521.617",09-03-1983,"0424.148.039"
"9.000.521.815",01-06-1983,"0424.148.930"
"9.000.522.211",07-07-1983,"0424.168.726"
"9.000.522.310",08-04-1983,"0424.197.034"
"9.000.522.508",01-01-1983,"0424.216.731"
"9.000.522.805",11-05-1983,"0424.273.743"
"9.000.522.904",24-06-1983,"0424.298.685"
"9.000.523.003",25-04-1983,"0424.329.171"
"9.000.523.102",19-05-1983,"0424.330.062"
"9.000.523.201",22-08-1983,"0424.335.012"
"9.000.523.595",01-07-1983,"0424.339.960"
"9.000.524.387",15-07-1983,"0424.424.686"
"9.000.525.971",29-07-1983,"0424.584.143"
"9.000.526.169",14-03-1983,"0424.589.685"
"9.000.526.268",01-05-1983,"0424.596.120"
"9.000.526.466",01-10-1983,"0424.607.701"
"9.000.526.664",20-07-1983,"0424.640.759"
"9.000.526.862",07-08-1983,"0424.654.320"
"9.000.527.654",15-10-1983,"0424.752.805"
"9.000.527.753",29-09-1983,"0424.773.391"
"9.000.527.951",14-11-1983,"0424.800.909"
"9.000.528.248",14-11-1983,"0424.849.409"
"9.000.528.347",07-10-1983,"0424.851.288"
"9.000.528.446",30-10-2001,"0424.864.354"
"9.000.528.743",21-11-1983,"0424.866.928"
"9.000.528.842",01-05-1983,"0424.869.403"
"9.000.528.941",20-09-1983,"0424.875.737"
"9.000.529.238",15-09-1983,"0424.883.160"
"9.000.529.634",10-11-1983,"0424.925.425"
"9.000.529.733",21-06-1983,"0424.930.472"
"9.000.529.832",03-05-1983,"0424.934.828"
"9.000.529.931",14-11-1983,"0424.940.865"
"9.000.530.030",01-01-1984,"0424.941.063"
"9.000.530.129",06-12-1983,"0424.954.426"
"9.000.530.228",13-01-1984,"0424.975.806"
"9.000.530.327",03-08-1983,"0424.982.635"
"9.000.530.426",01-10-1983,"0424.989.464"
"9.000.530.525",24-10-1983,"0425.019.455"
"9.000.530.624",22-11-1983,"0425.025.294"
"9.000.530.822",12-09-1983,"0425.047.862"
"9.000.531.020",21-06-1983,"0425.088.543"
"9.000.531.218",01-01-1984,"0425.109.428"
"9.000.531.713",27-06-1983,"0425.207.220"
"9.000.532.505",09-12-1982,"0425.320.551"
"9.000.532.604",15-07-1983,"0425.323.422"
"9.000.533.493",26-09-1983,"0425.388.847"
"9.000.533.592",14-03-1984,"0425.390.431"
"9.000.533.889",05-04-1995,"0425.398.250"
"9.000.534.384",01-01-1993,"0425.440.416"
"9.000.534.681",21-09-1983,"0425.473.177"
"9.000.534.780",23-09-1983,"0425.475.256"
"9.000.534.879",10-02-1984,"0425.511.185"
"9.000.535.176",02-11-1983,"0425.556.123"
"9.000.535.374",27-01-1984,"0425.563.942"
"9.000.535.572",09-11-1983,"0425.568.593"
"9.000.535.671",17-11-1983,"0425.576.711"
"9.000.535.869",26-03-1984,"0425.599.178"
"9.000.536.364",28-12-1983,"0425.630.753"
"9.000.537.057",09-12-1983,"0425.702.712"
"9.000.537.156",29-11-1983,"0425.711.422"
"9.000.537.354",15-02-1984,"0425.727.456"
"9.000.537.453",30-01-1984,"0425.729.634"
"9.000.538.542",12-12-1983,"0425.811.390"
"9.000.538.938",01-01-1983,"0425.839.106"
"9.000.539.037",21-06-1984,"0425.855.239"
"9.000.539.433",27-12-1983,"0425.897.207"
"9.000.539.730",13-07-1984,"0425.906.709"
"9.000.540.324",13-04-1984,"0425.944.816"
"9.000.540.423",20-06-1984,"0425.947.883"
"9.000.540.522",16-03-1984,"0425.957.583"
"9.000.540.621",28-06-1984,"0425.963.028"
"9.000.541.215",30-07-1984,"0426.013.706"
"9.000.541.314",01-01-1984,"0426.017.862"
"9.000.541.611",02-08-1984,"0426.025.087"
"9.000.541.710",12-06-1984,"0426.032.908"
"9.000.542.007",22-06-1984,"0426.065.174"
"9.000.542.403",30-08-1984,"0426.086.653"
"9.000.542.995",05-09-1984,"0426.111.595"
"9.000.543.193",26-06-1984,"0426.122.285"
"9.000.543.391",02-01-1984,"0426.128.027"
"9.000.543.490",01-07-1984,"0426.147.526"
"9.000.543.886",15-05-1984,"0426.155.543"
"9.000.544.282",01-09-1984,"0426.175.933"
"9.000.544.381",10-07-1984,"0426.176.824"
"9.000.544.480",09-07-1984,"0426.178.210"
"9.000.544.678",26-01-1984,"0426.184.643"
"9.000.544.876",30-08-1984,"0426.193.155"
"9.000.544.975",04-09-1984,"0426.194.442"
"9.000.545.272",18-09-1984,"0426.220.671"
"9.000.545.470",02-04-1984,"0426.238.685"
"9.000.545.569",01-10-1984,"0426.247.890"
"9.000.545.965",15-09-1984,"0426.269.369"
"9.000.546.064",01-10-1984,"0426.273.428"
"9.000.546.163",08-12-1983,"0426.275.507"
"9.000.546.262",17-10-1984,"0426.287.185"
"9.000.546.658",28-12-1983,"0426.350.632"
"9.000.546.757",09-01-1984,"0426.359.738"
"9.000.547.054",01-04-1984,"0426.387.650"
"9.000.547.549",01-10-1984,"0426.426.351"
"9.000.547.648",23-11-1983,"0426.427.638"
"9.000.548.044",02-11-1983,"0426.447.533"
"9.000.548.638",13-03-1984,"0426.459.906"
"9.000.549.331",20-04-1984,"0426.493.657"
"9.000.549.826",20-09-1984,"0426.505.634"
"9.000.550.024",25-07-2001,"0426.512.364"
"9.000.550.222",29-10-1984,"0426.520.480"
"9.000.550.717",15-11-1984,"0426.571.950"
"9.000.550.915",28-09-1984,"0426.611.938"
"9.000.551.014",14-01-1985,"0426.620.648"
"9.000.551.113",08-01-1985,"0426.647.966"
"9.000.551.311",29-10-1984,"0426.652.619"
"9.000.551.410",26-06-1984,"0426.656.181"
"9.000.551.608",29-10-1984,"0426.657.666"
"9.000.552.103",01-01-2017,"0426.712.205"
"9.000.552.497",28-12-1984,"0426.721.707"
"9.000.552.596",26-09-1984,"0426.727.942"
"9.000.552.695",14-02-1984,"0426.730.813"
"9.000.552.794",18-04-1984,"0426.742.392"
"9.000.553.190",12-02-1985,"0426.789.508"
"9.000.553.289",10-01-1985,"0426.793.268"
"9.000.553.685",14-02-1985,"0426.813.361"
"9.000.553.784",29-01-1985,"0426.820.883"
"9.000.553.883",15-10-1984,"0426.824.447"
"9.000.553.982",02-11-1984,"0426.831.870"
"9.000.554.180",08-05-1984,"0426.844.144"
"9.000.554.774",05-02-1985,"0426.879.281"
"9.000.554.873",02-11-1984,"0426.890.862"
"9.000.555.269",20-03-1985,"0426.905.710"
"9.000.555.467",03-04-1984,"0426.911.648"
"9.000.555.566",25-02-1985,"0426.928.276"
"9.000.555.665",29-02-1984,"0426.936.887"
"9.000.556.061",23-02-1984,"0426.951.141"
"9.000.556.259",07-11-1984,"0426.982.221"
"9.000.556.457",25-02-1985,"0426.994.196"
"9.000.556.655",01-06-1984,"0427.000.928"
"9.000.556.853",01-09-1984,"0427.004.688"
"9.000.557.051",01-01-1984,"0427.021.021"
"9.000.557.249",06-12-1984,"0427.029.533"
"9.000.557.348",01-04-1985,"0427.037.154"
"9.000.557.546",01-01-1985,"0427.047.646"
"9.000.557.744",25-04-1985,"0427.047.844"
"9.000.557.942",07-06-1984,"0427.069.620"
"9.000.558.140",01-04-1985,"0427.081.003"
"9.000.558.437",24-01-1985,"0427.093.671"
"9.000.558.536",19-03-1984,"0427.098.918"
"9.000.558.734",23-04-1985,"0427.109.113"
"9.000.559.130",15-06-1984,"0427.151.475"
"9.000.559.526",30-09-1984,"0427.183.248"
"9.000.559.625",31-08-1984,"0427.197.995"
"9.000.559.823",04-12-1984,"0427.199.678"
"9.000.560.021",01-11-1984,"0427.202.648"
"9.000.560.219",28-02-1985,"0427.237.488"
"9.000.560.318",07-06-1985,"0427.259.165"
"9.000.560.417",16-04-1985,"0427.260.254"
"9.000.560.516",01-06-1985,"0427.266.093"
"9.000.560.912",25-02-1985,"0427.278.862"
"9.000.561.110",01-06-1985,"0427.288.166"
"9.000.561.209",14-01-1985,"0427.295.985"
"9.000.561.407",01-03-1985,"0427.307.863"
"9.000.561.704",10-05-1985,"0427.317.959"
"9.000.561.803",26-04-1985,"0427.324.293"
"9.000.562.001",01-06-1985,"0427.343.990"
"9.000.562.296",13-03-1985,"0427.346.663"
"9.000.562.494",09-05-1985,"0427.356.363"
"9.000.562.692",06-03-1985,"0427.362.105"
"9.000.562.791",31-12-1984,"0427.368.241"
"9.000.563.088",15-10-1984,"0427.402.388"
"9.000.563.583",22-08-1984,"0427.472.763"
"9.000.563.682",10-06-1985,"0427.488.106"
"9.000.563.880",28-06-1985,"0427.505.922"
"9.000.563.979",01-07-1985,"0427.511.860"
"9.000.564.375",24-06-1985,"0427.536.309"
"9.000.564.672",18-03-1994,"0427.541.950"
"9.000.565.068",01-07-1985,"0427.572.040"
"9.000.565.464",05-07-1985,"0427.594.410"
"9.000.565.563",18-05-1984,"0427.594.806"
"9.000.565.860",05-07-2000,"0427.617.273"
"9.000.565.959",12-07-1985,"0427.617.471"
"9.000.566.157",20-07-1985,"0427.629.943"
"9.000.566.256",24-07-1985,"0427.632.814"
"9.000.566.355",20-08-1985,"0427.636.574"
"9.000.566.652",10-07-1985,"0427.653.994"
"9.000.566.751",31-07-1985,"0427.655.677"
"9.000.566.949",24-10-1984,"0427.659.043"
"9.000.567.048",01-08-1985,"0427.668.149"
"9.000.567.246",01-02-1980,"0427.683.985"
"9.000.567.345",22-05-1985,"0427.684.282"
"9.000.567.642",19-09-1985,"0427.687.747"
"9.000.567.741",22-07-1985,"0427.695.764"
"9.000.567.840",09-09-1985,"0427.696.754"
"9.000.568.137",06-08-1985,"0427.699.823"
"9.000.568.335",28-08-1985,"0427.730.111"
"9.000.568.434",03-06-1985,"0427.740.108"
"9.000.568.533",14-05-1985,"0427.753.667"
"9.000.569.028",30-08-1985,"0427.785.143"
"9.000.569.721",13-05-1985,"0427.829.485"
"9.000.570.117",22-05-1985,"0427.881.549"
"9.000.570.414",25-08-1992,"0427.890.556"
"9.000.570.612",21-12-1984,"0427.908.966"
"9.000.570.810",06-08-1985,"0427.922.824"
"9.000.570.909",17-09-1984,"0427.937.076"
"9.000.571.008",14-08-1985,"0427.954.102"
"9.000.571.107",24-09-1984,"0427.968.255"
"9.000.571.305",07-02-1985,"0427.975.678"
"9.000.571.404",23-07-1985,"0427.977.460"
"9.000.571.602",01-08-1985,"0427.979.044"
"9.000.572.194",07-10-1985,"0428.011.708"
"9.000.572.491",15-10-1985,"0428.017.448"
"9.000.572.590",10-12-1985,"0428.028.930"
"9.000.572.887",02-12-1985,"0428.049.518"
"9.000.573.085",31-01-1990,"0428.053.278"
"9.000.573.679",24-10-1985,"0428.112.171"
"9.000.573.877",09-12-1985,"0428.134.640"
"9.000.573.976",07-01-1986,"0428.134.937"
"9.000.574.174",27-12-1985,"0428.140.380"
"9.000.574.372",01-09-1985,"0428.146.320"
"9.000.574.669",21-11-1985,"0428.161.166"
"9.000.574.768",15-11-1985,"0428.166.611"
"9.000.574.867",16-09-1985,"0428.169.777"
"9.000.575.263",09-12-1985,"0428.191.256"
"9.000.575.362",03-10-1985,"0428.196.996"
"9.000.576.352",25-11-1985,"0428.272.618"
"9.000.576.847",30-12-1985,"0428.313.693"
"9.000.577.243",11-10-1985,"0428.335.964"
"9.000.577.342",10-12-1985,"0428.339.726"
"9.000.577.540",04-12-1985,"0428.345.466"
"9.000.577.738",10-01-1986,"0428.360.908"
"9.000.577.936",21-10-1985,"0428.391.887"
"9.000.578.431",01-12-1985,"0428.420.195"
"9.000.579.322",12-02-1986,"0428.492.649"
"9.000.579.619",01-11-1985,"0428.514.524"
"9.000.579.718",03-12-1985,"0428.515.514"
"9.000.580.015",16-12-1985,"0428.526.105"
"9.000.580.312",01-04-1986,"0428.541.149"
"9.000.580.411",01-12-1985,"0428.554.017"
"9.000.580.708",25-02-1986,"0428.580.345"
"9.000.581.104",03-12-1985,"0428.612.415"
"9.000.581.203",24-03-1986,"0428.647.651"
"9.000.581.401",01-01-1985,"0428.666.061"
"9.000.582.191",25-04-1986,"0428.762.863"
"9.000.582.488",21-03-1986,"0428.797.705"
"9.000.582.785",01-04-1986,"0428.839.473"
"9.000.583.181",26-03-1986,"0428.868.078"
"9.000.583.280",29-04-1986,"0428.868.177"
"9.000.583.478",26-03-1986,"0428.871.246"
"9.000.583.577",19-03-1986,"0428.879.461"
"9.000.583.775",22-04-1986,"0428.902.029"
"9.000.583.973",10-05-1985,"0428.910.937"
"9.000.584.171",06-03-1986,"0428.922.617"
"9.000.584.270",05-07-1985,"0428.930.832"
"9.000.584.369",28-04-1986,"0428.931.525"
"9.000.584.468",01-04-1986,"0428.938.552"
"9.000.584.864",20-05-1986,"0429.002.789"
"9.000.585.062",29-04-1986,"0429.010.313"
"9.000.585.260",03-03-1986,"0429.026.050"
"9.000.585.458",15-07-1986,"0429.049.311"
"9.000.585.557",06-03-1986,"0429.053.467"
"9.000.585.854",07-11-1985,"0429.071.085"
"9.000.586.745",04-07-1986,"0429.114.934"
"9.000.587.042",21-04-1986,"0429.136.809"
"9.000.587.240",13-06-1986,"0429.155.714"
"9.000.587.537",31-07-1986,"0429.176.795"
"9.000.587.735",01-01-1986,"0429.190.653"
"9.000.587.933",27-06-1986,"0429.193.623"
"9.000.588.131",20-08-1986,"0429.195.207"
"9.000.588.329",30-05-1986,"0429.202.531"
"9.000.588.626",01-08-1986,"0429.220.545"
"9.000.588.725",08-07-1986,"0429.222.525"
"9.000.588.824",07-08-1986,"0429.230.344"
"9.000.588.923",01-07-1986,"0429.242.915"
"9.000.589.022",28-03-1986,"0429.262.810"
"9.000.589.220",29-05-1993,"0429.264.590"
"9.000.589.418",28-08-1986,"0429.273.005"
"9.000.589.517",30-06-1986,"0429.273.795"
"9.000.589.616",30-12-2000,"0429.279.141"
"9.000.590.012",01-08-1986,"0429.295.967"
"9.000.590.111",01-09-1986,"0429.304.182"
"9.000.590.804",15-09-1986,"0429.356.246"
"9.000.591.101",03-03-1986,"0429.361.194"
"9.000.591.297",01-06-1986,"0429.375.844"
"9.000.591.396",17-06-1986,"0429.376.042"
"9.000.591.693",01-09-1986,"0429.385.940"
"9.000.591.792",08-07-1986,"0429.386.039"
"9.000.591.891",26-08-1986,"0429.388.712"
"9.000.591.990",08-07-1986,"0429.388.910"
"9.000.592.089",19-08-1986,"0429.397.818"
"9.000.592.188",01-04-1986,"0429.409.595"
"9.000.592.287",08-08-1986,"0429.424.443"
"9.000.592.386",26-08-1986,"0429.431.470"
"9.000.592.584",26-08-1986,"0429.455.622"
"9.000.592.683",08-08-1986,"0429.461.164"
"9.000.592.782",01-05-1986,"0429.480.861"
"9.000.592.881",01-08-1986,"0429.482.841"
"9.000.593.178",02-06-1986,"0429.517.087"
"9.000.593.574",09-09-1985,"0429.572.715"
"9.000.593.871",05-05-1994,"0429.581.524"
"9.000.594.366",05-08-1986,"0429.615.077"
"9.000.594.465",22-09-1986,"0429.621.314"
"9.000.595.158",15-09-1986,"0429.679.811"
"9.000.595.455",02-10-1986,"0429.711.483"
"9.000.595.554",26-09-1986,"0429.730.883"
"9.000.595.851",22-04-1986,"0429.775.623"
"9.000.595.950",01-06-1986,"0429.782.155"
"9.000.596.346",28-10-1986,"0429.809.968"
"9.000.596.841",07-04-1986,"0429.882.323"
"9.000.596.940",01-11-1986,"0429.888.162"
"9.000.597.039",29-10-1986,"0429.896.080"
"9.000.597.237",17-11-1986,"0429.897.862"
"9.000.597.534",06-11-1986,"0429.915.777"
"9.000.597.732",04-12-1986,"0429.927.952"
"9.000.598.029",25-06-1986,"0429.969.722"
"9.000.598.227",30-10-1986,"0430.027.526"
"9.000.598.821",18-12-1986,"0430.057.616"
"9.000.599.316",30-12-1986,"0430.102.849"
"9.000.599.910",09-07-1984,"0430.229.444"
"9.000.600.207",10-09-1986,"0430.270.818"
"9.000.600.405",19-12-1986,"0430.274.182"
"9.000.600.504",10-02-1987,"0430.282.201"
"9.000.600.997",16-02-1987,"0430.349.012"
"9.000.601.096",13-11-1986,"0430.365.541"
"9.000.601.195",04-02-1987,"0430.365.739"
"9.000.601.591",20-01-1987,"0430.398.403"
"9.000.602.284",17-11-1986,"0430.485.010"
"9.000.602.482",29-09-1986,"0430.539.547"
"9.000.603.175",01-02-1987,"0430.670.003"
"9.000.603.670",14-11-1986,"0430.691.480"
"9.000.603.868",29-12-1986,"0430.725.530"
"9.000.603.967",31-03-1987,"0430.727.213"
"9.000.604.165",01-04-1987,"0430.743.148"
"9.000.604.462",14-03-1986,"0430.763.439"
"9.000.604.561",31-10-1986,"0430.765.914"
"9.000.604.759",23-03-1987,"0430.773.832"
"9.000.604.957",17-04-1987,"0430.780.859"
"9.000.606.442",03-04-1987,"0430.993.665"
"9.000.606.838",16-04-1987,"0431.024.349"
"9.000.607.135",10-03-1987,"0431.036.128"
"9.000.607.234",06-03-1987,"0431.038.108"
"9.000.607.432",07-05-1987,"0431.056.617"
"9.000.607.531",01-02-1985,"0431.057.904"
"9.000.608.224",23-05-1987,"0431.134.217"
"9.000.608.719",30-06-1987,"0431.241.412"
"9.000.609.214",12-02-1987,"0431.267.443"
"9.000.609.313",18-06-1987,"0431.272.688"
"9.000.609.511",10-06-1987,"0431.290.803"
"9.000.609.610",01-01-1987,"0431.294.860"
"9.000.609.709",10-06-1987,"0431.296.543"
"9.000.609.907",06-05-1987,"0431.356.723"
"9.000.610.796",29-04-1987,"0431.451.248"
"9.000.611.192",02-07-1987,"0431.523.504"
"9.000.611.390",05-08-1987,"0431.546.565"
"9.000.611.489",26-06-1987,"0431.546.961"
"9.000.611.687",20-07-1987,"0431.573.190"
"9.000.611.786",01-08-1987,"0431.591.503"
"9.000.611.885",01-08-1987,"0431.593.382"
"9.000.612.083",07-07-1987,"0431.612.584"
"9.000.612.578",17-06-1987,"0431.647.624"
"9.000.613.073",15-07-1987,"0431.677.120"
"9.000.613.568",05-06-1987,"0431.720.175"
"9.000.613.667",17-06-1987,"0431.733.142"
"9.000.613.865",15-04-1987,"0431.745.812"
"9.000.613.964",26-05-1987,"0431.769.071"
"9.000.614.063",15-07-1987,"0431.810.742"
"9.000.614.360",01-01-1985,"0431.826.677"
"9.000.614.558",29-07-1987,"0431.848.453"
"9.000.614.954",15-06-1987,"0431.860.925"
"9.000.615.350",28-08-1987,"0431.895.765"
"9.000.615.449",25-06-1987,"0431.900.022"
"9.000.615.647",20-08-1987,"0431.916.353"
"9.000.616.142",14-08-1987,"0431.943.176"
"9.000.616.241",12-08-1987,"0431.946.443"
"9.000.616.637",25-06-1987,"0431.959.212"
"9.000.616.736",20-08-1987,"0431.962.180"
"9.000.616.934",16-06-1987,"0431.980.095"
"9.000.617.330",28-09-1987,"0432.005.138"
"9.000.617.726",09-09-1987,"0432.060.863"
"9.000.617.924",07-10-1987,"0432.097.188"
"9.000.618.023",08-07-1987,"0432.126.090"
"9.000.618.221",30-09-1987,"0432.136.879"
"9.000.618.320",30-09-1987,"0432.162.615"
"9.000.618.419",09-09-1987,"0432.163.011"
"9.000.618.716",01-09-1987,"0432.177.263"
"9.000.618.815",10-10-1987,"0432.184.884"
"9.000.618.914",05-10-1987,"0432.191.913"
"9.000.619.112",13-08-1987,"0432.212.697"
"9.000.619.211",05-10-1987,"0432.213.984"
"9.000.619.607",15-09-1987,"0432.272.877"
"9.000.620.102",12-11-1987,"0432.311.578"
"9.000.620.694",09-11-1987,"0432.387.792"
"9.000.621.090",16-11-1987,"0432.405.610"
"9.000.621.189",16-11-1987,"0432.405.907"
"9.000.621.288",22-09-1987,"0432.418.179"
"9.000.622.080",19-10-1987,"0432.484.495"
"9.000.622.278",01-11-1987,"0432.497.660"
"9.000.623.466",11-09-1990,"0432.565.164"
"9.000.623.862",25-09-1987,"0432.605.449"
"9.000.623.961",17-11-1987,"0432.617.525"
"9.000.624.060",16-11-1987,"0432.634.054"
"9.000.624.357",12-10-1987,"0432.723.037"
"9.000.624.456",01-12-1987,"0432.723.136"
"9.000.624.753",27-07-1987,"0432.738.576"
"9.000.624.852",02-11-1987,"0432.743.031"
"9.000.625.545",01-11-1987,"0432.771.438"
"9.000.625.941",05-10-1987,"0432.810.139"
"9.000.626.139",11-01-1988,"0432.816.671"
"9.000.626.733",31-05-1997,"0432.912.087"
"9.000.627.030",16-12-1987,"0432.938.318"
"9.000.627.129",04-01-1988,"0432.939.605"
"9.000.627.327",21-12-1987,"0432.967.022"
"9.000.627.525",02-12-1987,"0432.976.128"
"9.000.627.921",12-01-1988,"0433.008.889"
"9.000.628.020",07-01-1988,"0433.017.601"
"9.000.628.119",16-11-1987,"0433.049.570"
"9.000.628.416",01-01-1988,"0433.126.081"
"9.000.628.614",10-02-1988,"0433.163.396"
"9.000.629.109",06-08-1993,"0433.283.657"
"9.000.629.307",15-02-1988,"0433.302.265"
"9.000.629.604",24-09-1987,"0433.316.816"
"9.000.629.901",19-01-1988,"0433.361.059"
"9.000.630.097",03-03-1988,"0433.379.073"
"9.000.630.295",29-12-1987,"0433.410.747"
"9.000.631.483",20-11-1987,"0433.563.967"
"9.000.631.681",22-02-1988,"0433.585.842"
"9.000.631.978",29-02-1988,"0433.630.976"
"9.000.632.176",16-03-1988,"0433.651.960"
"9.000.632.869",17-02-1988,"0433.714.021"
"9.000.633.067",04-01-1988,"0433.742.824"
"9.000.633.166",08-03-1988,"0433.753.019"
"9.000.633.364",28-03-1988,"0433.768.360"
"9.000.633.661",24-03-1988,"0433.820.226"
"9.000.633.760",05-06-2000,"0433.836.359"
"9.000.634.453",01-03-1988,"0433.892.876"
"9.000.634.849",17-12-1987,"0433.964.241"
"9.000.635.344",19-02-1988,"0434.024.718"
"9.000.635.443",18-04-1988,"0434.032.834"
"9.000.635.641",10-03-1988,"0434.053.125"
"9.000.635.839",15-02-1988,"0434.105.682"
"9.000.636.631",29-07-1992,"0434.161.904"
"9.000.636.928",04-01-1988,"0434.186.747"
