Category,Code,Language,Description
Nace2008,1084003,FR,Fabrication de sauces
Nace2008,1085,FR,Fabrication de plats préparés
Nace2008,10850,FR,Fabrication de plats préparés
Nace2008,1085001,FR,Production de plats préparés à base de viande
Nace2008,1085011,FR,Production de plats surgelés préparés à base de viande
Nace2008,1085021,FR,Production de plats frais préparés à base de poisson
Nace2008,1085031,FR,Production de plats surgelés préparés à base de poisson
Nace2008,1086,FR,Fabrication d'aliments homogénéisés et diététiques
Nace2008,10860,FR,Fabrication d'aliments homogénéisés et diététiques
Nace2008,1086001,FR,"Fabrication de denrées alimentaires destinées à une alimentation particulière : préparations pour nourrissons, laits de suite et autres aliments du deuxième âge, aliments pour bébés, etc."
Nace2008,1089,FR,Fabrication d'autres produits alimentaires n.c.a.
Nace2008,10890,FR,Fabrication d'autres produits alimentaires n.c.a.
Nace2008,1089001,FR,"Fabrication de soupes, de potages ou de bouillons préparés"
Nace2008,1089002,FR,Fabrication de desserts lactés de conservation
Nace2008,1089003,FR,"Fabrication de compléments alimentaires et de produits alimentaires enrichis de vitamines, protéines,..."
Nace2008,1089011,FR,Fabrication de miel artificiel et de caramel
Nace2008,109,FR,Fabrication d'aliments pour animaux
Nace2008,1091,FR,Fabrication d'aliments pour animaux de ferme
Nace2008,10910,FR,Fabrication d'aliments pour animaux de ferme
Nace2008,1091001,FR,"Fabrication de produits composés pour l'alimentation des animaux de ferme, y compris les aliments de complément"
Nace2008,1092,FR,Fabrication d'aliments pour animaux de compagnie
Nace2008,10920,FR,Fabrication d'aliments pour animaux de compagnie
Nace2008,11,FR,Fabrication de boissons
Nace2008,110,FR,Fabrication de boissons
Nace2008,1101,FR,Production de boissons alcooliques distillées
Nace2008,11010,FR,Production de boissons alcooliques distillées
Nace2008,1101001,FR,"Fabrication de boissons alcooliques distillées telles que le whisky, le cognac, le gin, etc."
Nace2008,1101002,FR,Fabrication de liqueurs et d'apéritifs à base d'alcool
Nace2008,1102,FR,Production de vin (de raisin)
Nace2008,11020,FR,Production de vin (de raisin)
Nace2008,1102001,FR,"Production de vins à partir de raisins frais tels que les vins de table, les vins de pays, les vins de qualité, les vins mousseux, le champagne, etc."
Nace2008,1103,FR,Fabrication de cidre et de vins d'autres fruits
Nace2008,11030,FR,Fabrication de cidre et de vins d'autres fruits
Nace2008,1103001,FR,"Fabrication de cidre, de poiré et de vins d'autres fruits"
Nace2008,1104,FR,Production d'autres boissons fermentées non distillées
Nace2008,11040,FR,Production d'autres boissons fermentées non distillées
Nace2008,1104001,FR,Fabrication de vins aromatisés (vermouths)
Nace2008,1105,FR,Fabrication de bière
Nace2008,11050,FR,Fabrication de bière
Nace2008,1106,FR,Fabrication de malt
Nace2008,11060,FR,Fabrication de malt
Nace2008,1107,FR,Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes
Nace2008,11070,FR,Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes
Nace2008,1107001,FR,Production d'eaux minérales naturelles
Nace2008,1107002,FR,"Fabrication de boissons sans alcool excepté bière et vin sans alcool : eaux minérales naturelles, boissons non alcoolisées édulcorées et/ou aromatisées comme citronnade, cola, tonics, etc."
Nace2008,1107003,FR,Production de thé glacé
Nace2008,12,FR,Fabrication de produits à base de tabac
Nace2008,120,FR,Fabrication de produits à base de tabac
Nace2008,1200,FR,Fabrication de produits à base de tabac
Nace2008,12000,FR,Fabrication de produits à base de tabac
Nace2008,1200001,FR,"Fabrication de produits à base de tabac tels que les cigarettes, les cigares, le tabac à cigarettes, à pipe, à mâcher ou à priser"
Nace2008,1200002,FR,"Fabrication de tabacs ""homogénéisés"" ou ""reconstitués"""
Nace2008,13,FR,Fabrication de textiles
Nace2008,131,FR,Préparation de fibres textiles et filature
Nace2008,1310,FR,Préparation de fibres textiles et filature
Nace2008,13100,FR,Préparation de fibres textiles et filature
Nace2008,1310001,FR,"Préparation, cardage et peignage de fibres de type cotonnier"
Nace2008,1310002,FR,"Filature de fils de type cotonnier en fibres de coton, en fibres artificielles ou en fibres synthétiques, pour le tissage, la bonneterie, etc."
Nace2008,1310011,FR,"Filature de fils de type linier en fibres de lin, en fibres artificielles ou en fibres synthétiques, pour le tissage, la bonneterie etc."
Nace2008,1310021,FR,"Texturation, retordage, moulinage, câblage et foulardage de fils de filaments artificiels ou synthétiques"
Nace2008,1310031,FR,Fabrication de fils à broder
Nace2008,1310041,FR,Préparation et filature d'autres fibres textiles telles que les fibres de jute ou les fibres libériennes
Nace2008,1310042,FR,Fabrication de fils de papier
Nace2008,132,FR,Tissage
Nace2008,1320,FR,Tissage
Nace2008,13200,FR,Tissage
Nace2008,1320001,FR,Fabrication de tissus de type cotonnier en fils de coton ou en fibres synthétiques ou artificielles
Nace2008,1320002,FR,"Fabrication de velours, de tissus de chenile, de tissus bouclés (tissus-éponges), de tissus à points de gaze (y compris les tissus pour pansements), etc."
Nace2008,1320011,FR,"Fabrication de tissus de type lainier, cycle peigné, en laine filée ou en fibres synthétiques ou artificielles"
Nace2008,1320021,FR,Fabrication de tissus en polypropène
Nace2008,133,FR,Ennoblissement textile
Nace2008,1330,FR,Ennoblissement textile
Nace2008,13300,FR,Ennoblissement textile
Nace2008,1330001,FR,"Blanchiment, teinture, apprêtage et impression (sérigraphique) de fibres textiles, de fils, de tissus et d'articles en textile, y compris les vêtements"
Nace2008,1330002,FR,"Séchage, vaporisage, décatissage, stoppage, sanforisage, mercerisage, etc. de textiles fabriqués par des tiers"
Nace2008,139,FR,Fabrication d'autres textiles
Nace2008,1391,FR,Fabrication d'étoffes à mailles
Nace2008,13910,FR,Fabrication d'étoffes à mailles
Nace2008,1392,FR,"Fabrication d'articles textiles confectionnés, sauf habillement"
Nace2008,13921,FR,Fabrication de linge de lit et de table et d'articles textiles à usage domestique
Nace2008,1392101,FR,"Fabrication de linge de table, de lit, de toilette ou de cuisine"
Nace2008,1392102,FR,"Fabrication d'édredons, couvertures, couvre-lits, coussins, poufs, oreillers, sacs de couchage, etc."
Nace2008,1392103,FR,"Fabrication de chiffons à épousseter, lavettes et articles similaires"
Nace2008,13929,FR,"Fabrication d'autres articles textiles confectionnés, sauf habillement"
Nace2008,1392901,FR,"Fabrication d'articles confectionnés pour l'ammeublement : rideaux, tours de lit, stores, housses pour meubles, etc."
Nace2008,1392902,FR,"Fabrication d'articles confectionnés pour l'ameublement : bâches, tentes, voiles pour embarcations, stores d'extérieur, housses amovibles pour voitures, machines ou mobilier, etc."
Nace2008,1392903,FR,"Fabrication de drapeaux, de banderoles, de bannières, etc."
Nace2008,1393,FR,Fabrication de tapis et de moquettes
Nace2008,13930,FR,Fabrication de tapis et de moquettes
Nace2008,1393001,FR,"Fabrication de revêtements de sols en matières textiles, y compris les feutres aiguilletés : tapis, carpettes, paillassons et carreaux"
Nace2008,1394,FR,"Fabrication de ficelles, de cordes et de filets"
Nace2008,13940,FR,"Fabrication de ficelles, de cordes et de filets"
Nace2008,1395,FR,"Fabrication de non-tissés, sauf habillement"
Nace2008,13950,FR,"Fabrication de non-tissés, sauf habillement"
Nace2008,1396,FR,Fabrication d'autres textiles techniques et industriels
Nace2008,13960,FR,Fabrication d'autres textiles techniques et industriels
Nace2008,1396001,FR,"Fabrication d'articles de rubanerie, y compris les rubans sans trame, en fils ou fibres parallélisés et encollés"
Nace2008,1396002,FR,"Fabrication d'étiquettes, d'écussons, etc."
Nace2008,1396003,FR,"Fabrication d'articles ornementaux : tresses, glands, floches, pompons, etc."
Nace2008,1396004,FR,"Fabrication de tissus imprégnés, enduits ou recouverts de matière plastique ou stratifiés avec de la matière plastique"
Nace2008,1399,FR,Fabrication d'autres textiles n.c.a.
Nace2008,13990,FR,Fabrication d'autres textiles n.c.a.
Nace2008,1399001,FR,Fabrication de feutres
Nace2008,1399002,FR,"Fabrication de tulles, tulles-bobinots et autres tissus à mailles nouées, de dentelles en pièces, en bandes ou en motifs, et de broderies"
Nace2008,14,FR,Industrie de l'habillement
Nace2008,141,FR,Fabrication de vêtements autres qu'en fourrure
Nace2008,1411,FR,Fabrication de vêtements en cuir
Nace2008,14110,FR,Fabrication de vêtements en cuir
Nace2008,1412,FR,Fabrication de vêtements de travail
Nace2008,14120,FR,Fabrication de vêtements de travail
Nace2008,1413,FR,Fabrication d'autres vêtements de dessus
Nace2008,14130,FR,Fabrication d'autres vêtements de dessus
Nace2008,1413001,FR,"Fabrication de vêtements de dessus pour hommes, femmes et enfants à partir de matériel produit ou non par le fabricant tels tissus, étoffes à mailles, non-tissés etc.: manteaux, costumes, etc."
Nace2008,1413011,FR,Confection sur mesure
Nace2008,1414,FR,Fabrication de vêtements de dessous
Nace2008,14140,FR,Fabrication de vêtements de dessous
Nace2008,1414001,FR,"Fabrication de vêtements de dessous pour hommes, femmes et enfants à partir de matériel produit ou non par le fabricant tels tissus, étoffes à mailles, dentelles, etc: chemises, slips, pyjamas, etc."
Nace2008,1419,FR,Fabrication d'autres vêtements et accessoires
Nace2008,14191,FR,Fabrication de chapeaux et de bonnets
Nace2008,1419101,FR,Fabrication de chapeaux et de bonnets
Nace2008,1419102,FR,Fabrication de chapeaux en fourrure
Nace2008,14199,FR,Fabrication d'autres vêtements et accessoires n.c.a.
Nace2008,1419901,FR,"Fabrication d'autres accessoires du vêtement : gants (y compris les gants en cuir), ceintures, châles, cravates, filets à cheveux, etc."
Nace2008,1419902,FR,Fabrication de chaussures en matières textiles sans semelle rapportée
Nace2008,142,FR,Fabrication d'articles en fourrure
Nace2008,1420,FR,Fabrication d'articles en fourrure
Nace2008,14200,FR,Fabrication d'articles en fourrure
Nace2008,1420001,FR,Fabrication de vêtements et accessoires du vêtement en pelleteries
Nace2008,1420002,FR,"Fabrication d'articles divers en fourrures : tapis, poufs non garnis, peaux à polir pour l'industrie, etc."
Nace2008,143,FR,Fabrication d'articles à mailles
Nace2008,1431,FR,Fabrication d'articles chaussants à mailles
Nace2008,14310,FR,Fabrication d'articles chaussants à mailles
Nace2008,1439,FR,Fabrication d'autres articles à mailles
Nace2008,14390,FR,Fabrication d'autres articles à mailles
Nace2008,15,FR,Industrie du cuir et de la chaussure
Nace2008,151,FR,"Apprêt et tannage des cuirs; préparation et teinture des fourrures; fabrication d'articles de voyage, de maroquinerie et de sellerie"
Nace2008,1511,FR,Apprêt et tannage des cuirs; préparation et teinture des fourrures
Nace2008,15110,FR,Apprêt et tannage des cuirs; préparation et teinture des fourrures
Nace2008,1511001,FR,"Fabrication de cuirs et peaux chamoisés, parcheminés, vernis ou métallisés"
Nace2008,1511002,FR,Fabrication de cuirs reconstitués
Nace2008,1511003,FR,Finition du cuir
Nace2008,1511011,FR,"Préparation et teinture des pelleteries et des peaux non épilées : drayage, corroyage, tannage, blanchiment, tondage, épluchage et teinture"
Nace2008,1512,FR,"Fabrication d'articles de voyage, de maroquinerie et de sellerie"
Nace2008,15120,FR,"Fabrication d'articles de voyage, de maroquinerie et de sellerie"
Nace2008,1512001,FR,"Fabrication d'art. de voyage, de maroqu. et art. simil. en cuir naturel, recstitué ou tt autre matériau : les mat. plastiques, tex., carton, etc. pr autant que la technol. soit la même que pr le cuir"
Nace2008,1512002,FR,Fabrication d'articles de sellerie et de bourrellerie
Nace2008,1512003,FR,"Fabrication d'articles divers en cuir naturel ou reconstitué : courroies, joints, garnitures, etc."
Nace2008,152,FR,Fabrication de chaussures
Nace2008,1520,FR,Fabrication de chaussures
Nace2008,15200,FR,Fabrication de chaussures
Nace2008,1520001,FR,"Fabrication de chaussures pour tous usages, par tous procédés (y compris le moulage) et en toutes matières, à  l'exclusion des chaussures en caoutchouc"
Nace2008,1520002,FR,"Fabrication de parties de chaussures : dessus et parties de dessus, semelles extérieures et intérieures, talons, etc. à l'exclusion des parties en caoutchouc"
Nace2008,16,FR,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie"
Nace2008,161,FR,Sciage et rabotage du bois
Nace2008,1610,FR,Sciage et rabotage du bois
Nace2008,16100,FR,Sciage et rabotage du bois
Nace2008,1610001,FR,"Sciage, rabotage et façonnage du bois"
Nace2008,1610002,FR,Fabrication de traverses en bois pour voies ferrées et de poteaux de ligne
Nace2008,1610003,FR,Fabrication de lames non assemblées pour parquets
Nace2008,1610004,FR,"Séchage du bois et imprégnation ou traitement chimique du bois au moyen d'agents de conservation ou d'autres produits, en combinaison avec le sciage et le façonnage"
Nace2008,1610005,FR,"Fabrication de laine de bois, de farine de bois, de bois en copeaux ou en particules"
Nace2008,1610011,FR,Imprégnation ou traitement chimique du bois au moyen d'agents de conservation ou d'autres produits pour compte de tiers
Nace2008,162,FR,"Fabrication d'articles en bois, liège, vannerie et sparterie"
Nace2008,1621,FR,Fabrication de placage et de panneaux de bois
Nace2008,16210,FR,Fabrication de placage et de panneaux de bois
Nace2008,1621001,FR,Fabrication de placage
Nace2008,1621002,FR,"Fabrication de contre-plaqués (duplex, triplex et multiplex), de panneaux pour meubles, de panneaux de fibres, de panneaux de particules et de panneaux similaires"
Nace2008,1622,FR,Fabrication de parquets assemblés
Nace2008,16220,FR,Fabrication de parquets assemblés
Nace2008,1623,FR,Fabrication de charpentes et d'autres menuiseries
Nace2008,16230,FR,Fabrication de charpentes et d'autres menuiseries
Nace2008,1624,FR,Fabrication d'emballages en bois
Nace2008,16240,FR,Fabrication d'emballages en bois
Nace2008,1624001,FR,"Fabrication de caisses, de caissettes, de cageots, de cylindres et d'emballages similaires en bois"
Nace2008,1624002,FR,"Fabrication de palettes simples, de caisses-palettes et d'autres plateaux de chargement en bois"
Nace2008,1624003,FR,"Fabrication de tonneaux, de cuves, de baquets et d'autres ouvrages de tonnellerie en bois"
Nace2008,1629,FR,"Fabrication d'objets divers en bois; fabrication d'objets en liège, vannerie et sparterie"
Nace2008,16291,FR,Fabrication d'objets divers en bois
Nace2008,1629101,FR,"Fabrication d'articles de ménage et ustensiles de cuisine en bois : planches à repasser, porte-manteaux, etc."
Nace2008,1629102,FR,"Fabrication de statuettes et objets d'ornement en bois, en bois marquetés ou en bois incrustés"
Nace2008,1629103,FR,"Fabrication de coffrets, écrins et étuis pour bijouterie ou orfèvrerie et ouvrages similaires en bois"
Nace2008,1629104,FR,"Fabrication de bâtons ronds pour stores, manches et montures en bois pour outils, brosses et balais"
Nace2008,1629105,FR,"Fabrication de cannettes, busettes, bobines pour filatures et tissage, bobines pour fil à coudre et articles similaires en bois tourné"
Nace2008,1629106,FR,"Fabrication de formes, embauchoirs et tendeurs pour chaussures, cintres pour vêtements"
Nace2008,1629107,FR,Fabrication d'échelles en bois
Nace2008,1629108,FR,Fabrication de cadres en bois pour tableaux
Nace2008,16292,FR,"Fabrication d'objets en liège, vannerie et sparterie"
Nace2008,1629201,FR,Travail du liège naturel
Nace2008,1629202,FR,"Fabrication de tresses et d'articles de sparterie : nattes, paillassons, claies, etc."
Nace2008,17,FR,Industrie du papier et du carton
Nace2008,171,FR,"Fabrication de pâte à papier, de papier et de carton"
Nace2008,1711,FR,Fabrication de pâte à papier
Nace2008,17110,FR,Fabrication de pâte à papier
Nace2008,1712,FR,Fabrication de papier et de carton
Nace2008,17120,FR,Fabrication de papier et de carton
Nace2008,1712001,FR,"Couchage, enduction et imprégnation des papiers"
Nace2008,1712002,FR,Fabrication de papier journal et de papier pour l'impression ou l'écriture
Nace2008,1712003,FR,Fabrication de papiers de fantaisie et d'autres papiers spéciaux
Nace2008,1712011,FR,"Couchage, enduction et imprégnation des cartons"
Nace2008,172,FR,Fabrication d'articles en papier ou en carton
Nace2008,1721,FR,Fabrication de papier et de carton ondulés et d'emballages en papier ou en carton
Nace2008,17210,FR,Fabrication de papier et de carton ondulés et d'emballages en papier ou en carton
Nace2008,1721001,FR,Fabrication de papiers et de cartons ondulés
Nace2008,1721002,FR,Fabrication d'emballages en papiers ou en cartons ondulés
Nace2008,1721003,FR,Fabrication de cartonnages pliants
Nace2008,1721004,FR,Fabrication d'autres emballages en papier ou en carton
Nace2008,1722,FR,Fabrication d'articles en papier à usage sanitaire ou domestique
Nace2008,17220,FR,Fabrication d'articles en papier à usage sanitaire ou domestique
Nace2008,1723,FR,Fabrication d'articles de papeterie
Nace2008,17230,FR,Fabrication d'articles de papeterie
Nace2008,1723001,FR,Fabrication d'enveloppes et de cartes-lettres
Nace2008,1724,FR,Fabrication de papiers peints
Nace2008,17240,FR,Fabrication de papiers peints
Nace2008,1729,FR,Fabrication d'autres articles en papier ou en carton
Nace2008,17290,FR,Fabrication d'autres articles en papier ou en carton
Nace2008,1729001,FR,Fabrication d'étiquettes
Nace2008,18,FR,Imprimerie et reproduction d'enregistrements
Nace2008,181,FR,Imprimerie et services annexes
Nace2008,1811,FR,Imprimerie de journaux
Nace2008,18110,FR,Imprimerie de journaux
Nace2008,1811001,FR,"Impression de journaux, y compris les journaux publicitaires"
Nace2008,1812,FR,Autre imprimerie (labeur)
Nace2008,18120,FR,Autre imprimerie (labeur)
Nace2008,1812001,FR,"Impression de magazines, autres périodiques, livres , etc. sur des presses typograph., offset, héliogravure, flexograph., sérigraph. etc, imprimantes électron., app. de reproduction, app.de gaufrage"
Nace2008,1813,FR,Activités de prépresse
Nace2008,18130,FR,Activités de prépresse
Nace2008,1813001,FR,"Composition, par exemple de textes et d'images, sur film, sur papier photographique ou papier normal"
Nace2008,1813002,FR,"Reproduction : production de formes typographiques, reproduction offset et plaques d'impression, reproduction et cylindres d'héliogravure"
Nace2008,1813011,FR,"Préparation et la production de transparents pour rétroprojecteurs, ébauches, maquettes, etc."
Nace2008,1813012,FR,"Préparation de données digitales : l'enrichissement, la sélection, la liaison de données digitales stockées dans des appareils de traitement électronique de données"
Nace2008,1813013,FR,Autres activités graphiques
Nace2008,1814,FR,Reliure et activités annexes
Nace2008,18140,FR,Reliure et activités annexes
Nace2008,1814001,FR,"Pliage, assemblage, agrafage, reliure, collage, massicotage, dorage de feuillets imprimés à insérer dans des livres, brochures, périodiques, catalogues, etc."
Nace2008,1814002,FR,"Pliage, timbrage, perçage, perforage, gaufrage, collage, pelliculage de papiers et cartons imprimés pour e.a. formulaires commerciaux, présentoirs, cartes à échantillons, étiquettes, calendriers, etc."
Nace2008,182,FR,Reproduction d'enregistrements
Nace2008,1820,FR,Reproduction d'enregistrements
Nace2008,18200,FR,Reproduction d'enregistrements
Nace2008,1820001,FR,"Reproduction, à partir d'une matrice, de disques, de disques compacts, de bandes et de cassettes contenant de la musique ou d'autres enregistrements sonores"
Nace2008,1820011,FR,"Reproduction, à partir d'une matrice, de disques, de disques compacts, de bandes et de cassettes contenant des films ou d'autres enregistrements vidéo"
Nace2008,1820021,FR,"Reproduction, à partir d'une matrice, de logiciels et de données informatiques sur disques, disquettes, disques compacts, bandes ou cassettes"
Nace2008,19,FR,Cokéfaction et raffinage
Nace2008,191,FR,Cokéfaction
Nace2008,1910,FR,Cokéfaction
Nace2008,19100,FR,Cokéfaction
Nace2008,192,FR,Raffinage du pétrole
Nace2008,1920,FR,Raffinage du pétrole
Nace2008,19200,FR,Raffinage du pétrole
Nace2008,1920001,FR,"Production de carburants pour moteurs : essence, kérosène, etc."
Nace2008,20,FR,Industrie chimique
Nace2008,201,FR,"Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique"
Nace2008,2011,FR,Fabrication de gaz industriels
Nace2008,20110,FR,Fabrication de gaz industriels
Nace2008,2011001,FR,Fabrication de gaz élémentaires
Nace2008,2011002,FR,Fabrication de gaz industriels mélangés
Nace2008,2012,FR,Fabrication de colorants et de pigments
Nace2008,20120,FR,Fabrication de colorants et de pigments
Nace2008,2012001,FR,"Fabrication, sous forme fondamentale ou concentrée, de colorants et de pigments, quelle que soit l'origine"
Nace2008,2013,FR,Fabrication d'autres produits chimiques inorganiques de base
Nace2008,20130,FR,Fabrication d'autres produits chimiques inorganiques de base
Nace2008,2013001,FR,"Fabrication d'éléments chimiques, à l'exclusion des métaux, des gaz élémentaires d'origine industrielle et des éléments radioactifs issus de l'industrie des combustibles nucléaires"
Nace2008,2013002,FR,"Fabrication d'alcalis, de lessives et d'autres bases inorganiques, à l'exclusion de l'ammoniac"
Nace2008,2013003,FR,Fabrication de sels métalliques inorganiques
Nace2008,2013004,FR,Grillage de la pyrite de fer
Nace2008,2014,FR,Fabrication d'autres produits chimiques organiques de base
Nace2008,20140,FR,Fabrication d'autres produits chimiques organiques de base
Nace2008,2014001,FR,"Fabrication de hydrocarbures cycliques et acycliques, saturés ou non saturés"
Nace2008,2014002,FR,Distillation des goudrons de houille
Nace2008,2015,FR,Fabrication de produits azotés et d'engrais
Nace2008,20150,FR,Fabrication de produits azotés et d'engrais
Nace2008,2015001,FR,"Fabrication d'engrais: engrais azotés, phosphatés ou potassiques, simples ou complexes; urée, phosphates naturels bruts et sels de potassium naturels bruts"
Nace2008,2016,FR,Fabrication de matières plastiques de base
Nace2008,20160,FR,Fabrication de matières plastiques de base
Nace2008,2016001,FR,"Fabrication des polymères, y compris les polymères acryliques et les polymères d'éthylène, de propylène, de styrène, de chlorure de vinyle, d'acétate de vinyle"
Nace2008,2017,FR,Fabrication de caoutchouc synthétique
Nace2008,20170,FR,Fabrication de caoutchouc synthétique
Nace2008,2017001,FR,Fabrication de caoutchouc synthétique sous formes primaires - caoutchouc factice - caoutchouc synthétique
Nace2008,202,FR,Fabrication de pesticides et d'autres produits agrochimiques
Nace2008,2020,FR,Fabrication de pesticides et d'autres produits agrochimiques
Nace2008,20200,FR,Fabrication de pesticides et d'autres produits agrochimiques
Nace2008,203,FR,"Fabrication de peintures, de vernis, d'encres et de mastics"
Nace2008,2030,FR,"Fabrication de peintures, de vernis, d'encres et de mastics"
Nace2008,20300,FR,"Fabrication de peintures, de vernis, d'encres et de mastics"
Nace2008,2030001,FR,Fabrication de peintures et de vernis
Nace2008,2030002,FR,"Fabrication de pigments, d'opacifiants et de couleurs préparés"
Nace2008,2030003,FR,"Fabrication de compositions vitrifiables, d'engobes, etc."
Nace2008,204,FR,"Fabrication de savons, de produits d'entretien, de parfums et de produits de toilette"
Nace2008,2041,FR,"Fabrication de savons, de détergents et de produits d'entretien"
Nace2008,20411,FR,Fabrication de savons et de détergents
Nace2008,2041101,FR,Fabrication de savons
Nace2008,20412,FR,Fabrication de produits d'entretien
Nace2008,2041201,FR,Fabrication de préparations pour parfumer ou désodoriser les locaux
Nace2008,2041202,FR,Fabrication de cires artificielles ou cires préparées
Nace2008,2042,FR,Fabrication de parfums et de produits de toilette
Nace2008,20420,FR,Fabrication de parfums et de produits de toilette
Nace2008,2042001,FR,Fabrication de parfums et eaux de toilette
Nace2008,2042002,FR,Fabrication de produits de beauté ou de maquillage
Nace2008,2042003,FR,Fabrication de préparations pour manucures et pédicures
Nace2008,2042004,FR,"Fabrication de shampoings, laques pour cheveux, préparations pour l'ondulation et le défrisage des cheveux"
Nace2008,2042005,FR,Fabrication de dépilatoires
Nace2008,205,FR,Fabrication d'autres produits chimiques
Nace2008,2051,FR,Fabrication de produits explosifs
Nace2008,20510,FR,Fabrication de produits explosifs
Nace2008,2051001,FR,Fabrication de poudres propulsives
Nace2008,2051002,FR,"Fabrication d'amorces, de détonateurs et de fusées de signalisation"
Nace2008,2051003,FR,Fabrication d'articles pyrotechniques
Nace2008,2052,FR,Fabrication de colles
Nace2008,20520,FR,Fabrication de colles
Nace2008,2052001,FR,Fabrication de ciments-colles
Nace2008,2053,FR,Fabrication d'huiles essentielles
Nace2008,20530,FR,Fabrication d'huiles essentielles
Nace2008,2053001,FR,Fabrication d'essences et de produits aromatiques naturels
Nace2008,2059,FR,Fabrication d'autres produits chimiques n.c.a.
Nace2008,20590,FR,Fabrication d'autres produits chimiques n.c.a.
Nace2008,2059001,FR,"Fabrication de plaques et films photographiques, de papiers sensibilisés et d'autres matières sensibilisées non impressionnées"
Nace2008,2059011,FR,Fabrication d'huiles et graisses modifiées par des procédés chimiques
Nace2008,2059012,FR,Fabrication d'huiles synthétiques spéciales de graissage et additifs pour huiles lubrifiantes
Nace2008,2059013,FR,Fabrication de réactifs composés de diagnostic ou de laboratoire
Nace2008,2059021,FR,Fabrication de gélatines et de leurs dérivés
Nace2008,206,FR,Fabrication de fibres artificielles ou synthétiques
Nace2008,2060,FR,Fabrication de fibres artificielles ou synthétiques
Nace2008,20600,FR,Fabrication de fibres artificielles ou synthétiques
Nace2008,2060001,FR,Fabrication de câbles de filaments synthétiques ou artificiels
Nace2008,21,FR,Industrie pharmaceutique
Nace2008,211,FR,Fabrication de produits pharmaceutiques de base
Nace2008,2110,FR,Fabrication de produits pharmaceutiques de base
Nace2008,21100,FR,Fabrication de produits pharmaceutiques de base
Nace2008,2110001,FR,"Etude, mise au point de la production des principes actifs destinés à la fabrication de médicaments"
Nace2008,2110002,FR,Fabrication des acides salicylique et o-acétylsalicylique
Nace2008,2110003,FR,Traitement du sang
Nace2008,2110004,FR,"Transformation de glandes et production d'extraits de glandes, etc."
Nace2008,212,FR,Fabrication de préparations pharmaceutiques
Nace2008,2120,FR,Fabrication de préparations pharmaceutiques
Nace2008,21201,FR,Fabrication de médicaments
Nace2008,2120101,FR,"Fabrication de médicaments divers, y compris les préparations homéopathiques"
Nace2008,2120102,FR,Préparations chimiques contraceptives à usage externe et médicaments contraceptifs à base d'hormones
Nace2008,2120103,FR,Fabrication de préparations vétérinaires
Nace2008,2120104,FR,Fabrication de tisanes de plantes médicinales
Nace2008,21209,FR,Fabrication d'autres produits pharmaceutiques
Nace2008,22,FR,Fabrication de produits en caoutchouc et en plastique
Nace2008,221,FR,Fabrication de produits en caoutchouc
Nace2008,2211,FR,Fabrication et rechapage de pneumatiques
Nace2008,22110,FR,Fabrication et rechapage de pneumatiques
Nace2008,2219,FR,Fabrication d'autres articles en caoutchouc
Nace2008,22190,FR,Fabrication d'autres articles en caoutchouc
Nace2008,2219001,FR,Fabrication de courroies transporteuses ou de transmission
Nace2008,2219002,FR,"Fabrication d'articles d'habillement en caoutchouc, non assemblés par couture, mais simplement collés"
Nace2008,2219003,FR,Fabrication de matériaux de réparation en caoutchouc
Nace2008,222,FR,Fabrication de produits en plastique
Nace2008,2221,FR,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
Nace2008,22210,FR,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
Nace2008,2221001,FR,"Fabrication de produits semi-finis en matières plastiques : plaques, feuilles, blocs, pellicules, bandes, lames, etc."
Nace2008,2221002,FR,"Fabrication de produits finis en matières plastiques: tubes, tuyaux et accessoires de tuyauterie en plastique"
Nace2008,2222,FR,Fabrication d'emballages en matières plastiques
Nace2008,22220,FR,Fabrication d'emballages en matières plastiques
Nace2008,2223,FR,Fabrication d'éléments en matières plastiques pour la construction
Nace2008,22230,FR,Fabrication d'éléments en matières plastiques pour la construction
Nace2008,2223001,FR,"Fabrication de portes et fenêtres avec cadres et chambranles, volets, stores, plinthes, moulures, etc."
Nace2008,2223002,FR,"Fabrication de cuves, foudres et réservoirs"
Nace2008,2223003,FR,"Fabrication de revêtements de sols, de murs et de plafonds isolants ou non, sous forme de rouleaux, de dalles, de carreaux, etc."
Nace2008,2223004,FR,"Fabrication d'articles en matières plastiques pour usages sanitaires ou hygiéniques: baignoires, douches, lavabos, bidets, cuvettes d'aisance, réservoirs de chasse, etc."
Nace2008,2223011,FR,Fabrication de linoléum et de revêtements de sol rigides en des matières autres que les matières plastiques
Nace2008,2229,FR,Fabrication d'autres articles en matières plastiques
Nace2008,22290,FR,Fabrication d'autres articles en matières plastiques
Nace2008,2229001,FR,"Fabrication de produits divers en matières plastiques: coiffures, pièces isolantes, parties d'appareils d'éclairage, fournit. de bureau et scolaires, articles d'habillement (simplement collés), etc."
