Category,Code,Language,Description
Nace2003,3310203,FR,la fabrication d'instruments d'ophtalmologie
Nace2003,3310204,FR,"la fabrication de stérilisateurs,de seringues, d'aiguilles à usage médical, de miroirs, de réflecteurs, d'endoscopes,etc."
Nace2003,3310205,FR,"la fabrication d'appareils à rayons X et d'appareils utilisant les radiations alpha, bêta ou gamma, même autres qu'à usage médical ou vétérinaire: tubes à rayons X, générateurs de tension, pupitres de"
Nace2003,3310206,FR,"la fabrication de mobilier pour la médecine, la chirurgie, l'art dentaire ou l'art vétérinaire: tables d'opération, lits à mécanismes pour usages cliniques, fauteuils de dentistes"
Nace2003,3310207,FR,"la fabrication d'appareils de mécanothérapie, de massage, de psychotechnie, d'ozonthérapie, d'oxygénothérapie, d'appareils respiratoires de réanimation, de masques à gaz, etc."
Nace2003,33103,FR,Fabrication d'articles orthopédiques et de prothèses
Nace2003,3310301,FR,"la fabrication d'articles et appareils d'orthopédie en toutes matières: ceintures et bandages médico-chirurgicaux, béquilles,attelles,gouttières,dents artif.,chaussures orthop., membres artific. et au"
Nace2003,332,FR,"Fabrication d'instruments de mesure, de contrôle et de navigation"
Nace2003,3320,FR,"Fabrication d'instruments de mesure, de contrôle et de navigation"
Nace2003,33201,FR,"Fabrication d'appareils électriques pour la mesure, la vérification, le contrôle et la navigation"
Nace2003,33202,FR,"Fabrication d'appareils autres qu'électriques pour la mesure, la vérification, le contrôle et la navigation"
Nace2003,3320201,FR,la fabrication de balances de précision des types utilisés dans les laboratoires
Nace2003,3320202,FR,"la fabrication d'instruments de dessin, de traçage ou de calcul: mètres, micromètres, pieds à coulisse, calibres et jauges, etc."
Nace2003,3320203,FR,la fabrication de microscopes autres qu'optiques et de diffractographes
Nace2003,3320204,FR,"la fabrication d'appareils de mesure ou de contrôle de grandeurs électriques: oscilloscopes, analyseurs de spectre, hypsomètres, instruments de contrôle de l'intensité, de la tension, de la résistance"
Nace2003,3320205,FR,"la fabrication d'appareils de mesure ou de contrôle de grandeurs non électriques:détecteurs et compteurs de radiations, appareils d'essai et de réglage de moteurs automobiles, etc."
Nace2003,3320206,FR,"la fabrication d'instruments et appareils de navigation, de météorologie, de géophysique, etc. (géodésie,océanographie, hydrologie,topographie,arpentage; radars,sonars,radionavigation; sismomètres,tél"
Nace2003,3320207,FR,"la fabrication de compteurs d'électricité, d'eau, de gaz, d'essence, etc."
Nace2003,3320208,FR,la fabrication de machines et appareils d'essai des propriétés mécaniques des matériaux
Nace2003,3320209,FR,"la fabrication d'instruments et appareils pour analyses physiques ou chimiques : polarimètres, photomètres, réfractomètres, colorimètres, spectromètres, pH-mètres, viscomètres, instrum. et app. pour e"
Nace2003,3320210,FR,"la fabrication d'instruments et appareils pour la mesure ou le contrôle du débit, du niveau, de la pression ou d'autres caractérist. variables des liquides ou des gaz: débitmètres, indicateurs de nive"
Nace2003,3320211,FR,la fabrication d'appareils et d'instruments optiques de mesure et de contrôle
Nace2003,3320212,FR,"la fabrication d'autres instruments, appareils ou machines de mesure, de contrôle ou d'essais: densimètres, aréomètres, pèse-liquides,thermomètres,baromètres,compte-tours,taximètres,podomètres,tachymè"
Nace2003,333,FR,Fabrication d'équipements de contrôle des processus industriels
Nace2003,3330,FR,Fabrication d'équipements de contrôle des processus industriels
Nace2003,33300,FR,Fabrication d'équipements de contrôle des processus industriels
Nace2003,3330001,FR,"la conception, l'assemblage et l'entretien de systèmes de contrôle des processus industriels continus"
Nace2003,3330002,FR,"la conception, l'assemblage et l'entretien d'unités de production automatisées comprenant plusieurs machines, équipements de manutention et appareils de contrôle centralisés"
Nace2003,334,FR,Fabrication d'instruments d'optique et de matériel photographique
Nace2003,3340,FR,Fabrication d'instruments d'optiques et de matériel photographique
Nace2003,33401,FR,Fabrication de lunettes
Nace2003,3340101,FR,la fabrication de verres de lunetterie et de verres de contact
Nace2003,3340102,FR,la fabrication de montures de lunettes
Nace2003,3340103,FR,"la fabrication de montures équipées de verres travaillés optiquement ou non; lunettes solaires, lunettes protectrices (y compris les écrans protecteurs pour soudage) ou correctrices, etc."
Nace2003,33402,FR,Fabrication d'instruments d'optique et de matériel photographique
Nace2003,3340201,FR,la fabrication d'éléments d'optique non travaillés et des matières autres que le verre
Nace2003,3340202,FR,"la fabrication de prismes, lentilles, miroirs optiques, filtres sélectifs de couleur, éléments polarisants,..., en verre ou en toute autre matière"
Nace2003,3340203,FR,"la fabrication de fibres optiques et câbles de fibres optiques pour la transmission en direct d'images: endoscopie, éclairage, images en direct, etc."
Nace2003,3340204,FR,"la fabrication de microscopes optiques, matériel pour la photomicrographie ou la microprojection, loupes, verres pour la vision rapprochée, compte-fils, etc."
Nace2003,3340205,FR,"la fabrication de jumelles, lunettes astronomique, lunettes de visée, télescopes d'observation, instruments destinés à l'astronomie, etc."
Nace2003,3340206,FR,"la fabrication de lasers autres que les diodes laser, etc."
Nace2003,3340207,FR,la fabrication d'appareils photographiques et caméras
Nace2003,3340208,FR,"la fabrication de projecteurs d'images fixes, appareils appareils d'agrandissement ou de réduction"
Nace2003,3340209,FR,"la fabrication d'appareils à tube à décharge (dits ""flashes électroniques"") et autres appareils et dispositifs pour la production de la lumière-éclair"
Nace2003,3340210,FR,"la fabrication d'appareils et matériels pour les laboratoires photographiques ou cinématograph.,appareils pour la projection des tracés de circuits sur les surfaces sensibisées des matériaux semi-cond"
Nace2003,335,FR,Horlogerie
Nace2003,3350,FR,Horlogerie
Nace2003,33500,FR,Horlogerie
Nace2003,3350001,FR,"la fabrication de montres et d'horloges de tous types (y compris les horloges de tableau de bord), de boîtiers de montres, de cages et cabinets d'horlogerie (y compris ceux en métaux précieux),de mouv"
Nace2003,3350002,FR,"la fabrication d'appareils de contrôle du temps ou d'appareils compteurs de temps tels que parcmètres, chronomicromètres, interrupteurs horaires et autres appareils de déclenchement"
Nace2003,3350003,FR,"la fabrication de fournitures d'horlogerie telles que ressorts, pierres, cadrans, aiguilles, bracelets de montres métalliques, platines, ponts et autres pièces"
Nace2003,34,FR,"Construction et assemblage de véhicules automobiles, de remorques et semi-remorques"
Nace2003,341,FR,Construction et assemblage de véhicules automobiles
Nace2003,3410,FR,Construction et assemblage de véhicules automobiles
Nace2003,34100,FR,Construction et assemblage de véhicules automobiles
Nace2003,3410001,FR,la fabrication de voitures de tourisme
Nace2003,3410002,FR,"la fabrication de véhicules utilitaires: camions et camionnettes, tracteurs routiers pour semi-remorques, tombereaux automoteurs, camions-grues, dépanneuses, véhicules blindés pour le transport de val"
Nace2003,3410003,FR,"la fabrication d'autobus, de trolleybus et d'autocars"
Nace2003,3410004,FR,la fabrication de moteurs pour véhicules automobiles
Nace2003,3410005,FR,la fabrication de châssis avec moteur
Nace2003,3410006,FR,"la fabrication d'autres véhicules automobiles: autoneiges et motoneiges, véhicules spéciaux pour le transport de personnes sur les terrains de golf, véhicules amphibies, autopompes, balayeuses, biblio"
Nace2003,342,FR,"Fabrication de carrosseries, remorques et caravanes"
Nace2003,3420,FR,"Fabrication de carrosseries, remorques et caravanes"
Nace2003,34201,FR,Fabrication de carrosseries et remorques
Nace2003,3420101,FR,la fabrication de carrosseries (y compris les cabines) pour véhicules automobiles
Nace2003,3420102,FR,la fabrication de remorques et de semi-remorques
Nace2003,3420103,FR,la fabrication de conteneurs spécialement conçus pour le transport
Nace2003,3420104,FR,"l'aménagement de tous types de véhicules automobiles (autocars, camions-citernes, camions-frigoriphiques, etc.)"
Nace2003,34202,FR,Fabrication de caravanes et similaires
Nace2003,3420201,FR,la fabrication et l'aménagement de caravanes
Nace2003,3420202,FR,l'aménagement de véhicules de type autocaravane (motorhomes)
Nace2003,3420203,FR,la fabrication de remorques pour le camping
Nace2003,3420204,FR,la fabrication de baraques mobiles de chantier
Nace2003,343,FR,Fabrication de parties et accessoires pour les véhicules à moteur et pour leurs moteurs
Nace2003,3430,FR,Fabrication de parties et accessoires pour les véhicules à moteur et pour leurs moteurs
Nace2003,34300,FR,Fabrication de parties et accessoires pour les véhicules à moteur et pour leurs moteurs
Nace2003,3430001,FR,"la fabrication de freins, boîtes de vitesses, essieux,roues, amortisseurs de suspension,radiateurs, silencieux, tuyaux d'échappement, pots d'échappement catalytiques, embrayages, volants, colonnes et"
Nace2003,3430002,FR,"la fabrication de culasses, bielles, pistons, segments, etc."
Nace2003,3430003,FR,"la fabrication de ceintures de sécurité, portières, parechocs, etc."
Nace2003,35,FR,Fabrication d'autres matériels de transport
Nace2003,351,FR,Construction navale
Nace2003,3511,FR,Construction et réparation de navires
Nace2003,35110,FR,Construction et réparation de navires
Nace2003,3511001,FR,"la construction, l'entretien, la réparation ou la transformation de navires ou de parties de navires: navires à passagers, transbordeurs, cargos, bateaux-citernes, etc."
Nace2003,3511002,FR,"la construction, l'entretien, la réparation ou la transformation de navires ou de parties de navires: navires de guerre (y compris l'implantation des systèmes d'armes)"
Nace2003,3511003,FR,"la construction, l'entretien, la réparation ou la transformation de navires ou de parties de navires: remorqueurs"
Nace2003,3511004,FR,"la construction, l'entretien, la réparation ou la transformation de navires ou de parties de navires: bateaux de pêche"
Nace2003,3511005,FR,la construction d'aéroglisseurs
Nace2003,3511006,FR,la construction de plates-formes de forage flottantes ou submersibles
Nace2003,3511007,FR,"la construction de docks flottants, pontons, caissons, coffres d'amarrage flottants, bouées, réservoir flottants, barges, allèges, gabares, grues, etc."
Nace2003,3511008,FR,la peinture des navires par des unités spécialisées
Nace2003,3511009,FR,la démolition de bateaux
Nace2003,3512,FR,Construction et réparation de bâteaux de plaisance et de sport
Nace2003,35120,FR,Construction et réparation de bâteaux de plaisance et de sport
Nace2003,3512001,FR,la fabrication de canots pneumatiques
Nace2003,3512002,FR,"la construction de voiliers, avec ou sans moteur auxiliaire"
Nace2003,3512003,FR,la construction de bateaux à moteur
Nace2003,3512004,FR,"la construction d'autres embarcations de plaisance et de sport: canoës, kayaks, skiffs, etc."
Nace2003,3512005,FR,"l'entretien, la réparation et l'aménagement de bateaux de plaisance ou de sport"
Nace2003,352,FR,Construction de matériel ferroviaire roulant
Nace2003,3520,FR,Construction de matériel ferroviaire roulant
Nace2003,35200,FR,Construction de matériel ferroviaire roulant
Nace2003,3520001,FR,la fabrication de locomotives et de locotracteurs diesel ou électriques
Nace2003,3520002,FR,"la fabrication d'automotrices, d'autorails, de véhicules d'entretien ou de service"
Nace2003,3520003,FR,"la fabrication de véhicules pour voies ferrées ou similaires dépourvus d'organes moteurs:voitures à voyageurs,wagons pour le transport de marchandises,wagons-citernes,wagons à déchar gement automatiqu"
Nace2003,3520004,FR,"la fabrication de parties de véhicules pour voies ferrées ou similaires: bogies, essieux et roues, freins et leurs parties, crochets et autres systèmes d'attelage,tampons de choc et leurs parties,amor"
Nace2003,3520005,FR,"la fabrication d'appareils mécaniques et électromécaniques de signalisation, de sécurité, de contrôle ou de commande pour voies ferrées, voies routières, voies fluviales et installations portuaires, a"
Nace2003,3520006,FR,l'entretien et la réparation de matériel ferroviaire roulant et d'appareils mécaniques et électromécaniques de signalisation ou de sécurité
Nace2003,353,FR,Construction aéronautique et spatiale
Nace2003,3530,FR,Construction aéronautique et spatiale
Nace2003,35300,FR,Construction aéronautique et spatiale
Nace2003,3530001,FR,"la construction d'avions conçus pour le transport de marchandises ou de passagers, pour les forces militaires (y compris l'implantation des armements), pour le sport ou pour d'autres usages"
Nace2003,3530002,FR,la construction d'hélicoptères
Nace2003,3530003,FR,la construction d'avions dits ULM
Nace2003,3530004,FR,la construction de planeurs et d'ailes delta
Nace2003,3530005,FR,la construction de dirigeables et de ballons
Nace2003,3530006,FR,"la construction de véhicules spatiaux et de leurs lanceurs, de satellites, de sondes planétaires, de stations orbitales, de navettes spatiales"
Nace2003,3530007,FR,"la fabrication et l'assemblage de parties et accessoires de véhicules aériens: fuselages, ailes, portes, empennages, gouvernes, trains d'atterrissage, réservoirs à combustibles, nacelles, etc."
Nace2003,3530008,FR,"la fabrication et l'assemblage de parties et accessoires de véhicules aériens: hélices, rotors et pales de rotors pour hélicoptères"
Nace2003,3530009,FR,la fabrication et l'assemblage de parties et accessoires de véhicules aériens: moteurs des types généralement utilisés pour la propulsion des véhicules aériens et parties de turboréacteurs et de turbo
Nace2003,3530010,FR,"la fabrication d'appareils et de dispositifs pour le lancement de véhicules aériens ainsi que d'appareils et de dispositifs d'appontage, etc."
Nace2003,3530011,FR,la fabrication d'appareils d'entraînement au vol au (simulateurs de vol)
Nace2003,354,FR,Fabrication de motocycles et de bicyclettes
Nace2003,3541,FR,Fabrication de motocycles
Nace2003,35410,FR,Fabrication de motocycles
Nace2003,3541001,FR,"la fabrication de motocycles, de cyclomoteurs et de cycles équipés d'un moteur auxiliaire"
Nace2003,3541002,FR,la fabrication de moteurs pour motocycles
Nace2003,3541003,FR,la fabrication de side-cars
Nace2003,3541004,FR,la fabrication de parties et accessoires pour motocycles
Nace2003,3542,FR,Fabrication de bicyclettes
Nace2003,35420,FR,Fabrication de bicyclettes
Nace2003,3542001,FR,"la fabrication de bicyclettes et autres cycles (y compris les triporteurs), sans moteur"
Nace2003,3542002,FR,la fabrication de parties et accessoires de bicyclettes
Nace2003,3543,FR,Fabrication de véhicules pour invalides
Nace2003,35430,FR,Fabrication de véhicules pour invalides
Nace2003,3543001,FR,"la fabrication de véhicules pour invalides, avec ou sans moteur"
Nace2003,3543002,FR,la fabrication de parties et accessoires de véhicules pour invalides
Nace2003,355,FR,Fabrication d'autres matériels de transport n.d.a.
Nace2003,3550,FR,Fabrication d'autres matériels de transport n.d.a.
Nace2003,35500,FR,Fabrication d'autres matériels de transport n.d.a.
Nace2003,3550001,FR,"la fabrication de brouettes, de diables, de charrettes à bras, de caddies, etc."
Nace2003,3550002,FR,la fabrication de véhicules à traction animale
Nace2003,36,FR,Fabrication de meubles; industries diverses
Nace2003,361,FR,Fabrication de meubles
Nace2003,3610,FR,Fabrication de meubles
Nace2003,36100,FR,Fabrication de meubles
Nace2003,3610001,FR,FAB. DE MEUBLES EN TOUS MATéRIAUX
Nace2003,3611,FR,Fabrication de chaises et de sièges
Nace2003,36111,FR,Fabrication de chaises et de sièges d'ameublement et de bureau
Nace2003,3611101,FR,"la fabrication de sièges d'ameublement et de parties de sièges: chaises, bancs, fauteuils, canapés, tabourets, etc."
Nace2003,3611102,FR,la fabrication de sièges de bureau et d'atelier
Nace2003,3611103,FR,le finissage des sièges par des opérations telles que le rembourrage
Nace2003,36112,FR,Fabrication de chaises et de sièges pour salles de spectacle et pour véhicules et autres moyens de transport en tous matériaux
Nace2003,3611201,FR,"la fabrication et le finissage de sièges pour théâtres et cinémas, pour véhicules automobiles, pour navires et avions, ..., y compris la fabrication de parties de sièges telles les carcasses et les mé"
Nace2003,3612,FR,Fabrication d'autres meubles de bureaux et de magasins
Nace2003,36121,FR,"Fabrication de meubles de bureaux, de magasins et d'ateliers, en métal"
Nace2003,3612101,FR,"la fabrication de meubles spéciaux pour magasins: comptoirs, présentoirs, rayonnages, etc."
Nace2003,3612102,FR,"la fabrication de meubles de bureau et d'atelier, meubles pour restaurants, écoles, églises, etc."
Nace2003,36122,FR,"Fabrication de meubles de bureaux, de magasins et d'ateliers, autres qu'en métal"
Nace2003,3612201,FR,"la fabrication de meubles spéciaux pour magasins, autres qu'en métal: comptoirs, présentoirs, rayonnages, etc."
Nace2003,3612202,FR,"la fabrication de meubles de bureau et d'atelier, meubles pour restaurants, écoles, églises, etc., autres qu'en métal"
Nace2003,3613,FR,Fabrication d'autres meubles de cuisine
Nace2003,36130,FR,Fabrication d'autres meubles de cuisine
Nace2003,3613001,FR,la fabrication de meubles et d'éléments modulaires pour cuisines équipées
Nace2003,3613002,FR,la fabrication de meubles de salle de bains
Nace2003,3614,FR,Fabrication d'autres meubles
Nace2003,36141,FR,"Fabrication de meubles pour salles à manger, salons et chambres à coucher"
Nace2003,3614101,FR,"la fabrication et le finissage (y compris le capitonnage, la mise en peinture, le vernissage, etc.) de meubles des types utilisés dans les chambres à coucher et dans les salles à manger et de séjour"
Nace2003,3614102,FR,"la fabrication de placards, de meubles spéciaux pour appareils de télévision, de meubles de complément, etc."
Nace2003,3614103,FR,la rénovation et la restauration de meubles
Nace2003,36142,FR,Fabrication de meubles de jardin et d'extérieur
Nace2003,3614201,FR,la fabrication de meubles de jardin et d'extérieur
Nace2003,3615,FR,Fabrication de matelas
Nace2003,36150,FR,Fabrication de matelas
Nace2003,3615001,FR,"la fabrication de sommiers, de sommiers à lattes et d'autres supports de matelas"
Nace2003,3615002,FR,la fabrication de matelas: matelas comportant des ressorts ou rembourrés ou garnis intérieurement d'un matériau de soutien; matelas non recouverts en caoutchouc alvéolaire ou en matières plastiques al
Nace2003,362,FR,Travail des pierres précieuses et fabrication de bijoux
Nace2003,3621,FR,Fabrication de monnaies et médailles
Nace2003,36210,FR,Fabrication de monnaies
Nace2003,3621001,FR,"la fabrication de monnaies, y compris celles ayant cours légal"
Nace2003,3621002,FR,"la fabrication de médailles et de médaillons, en métaux précieux ou non"
Nace2003,3622,FR,Travail des pierres précieuses et fabrication de bijoux n.d.a.
Nace2003,36221,FR,Travail du diamant
Nace2003,3622101,FR,"le travail du diamant, y compris le diamant de qualité industrielle: scier, tailler, polir, etc."
Nace2003,36222,FR,Travail des autres pierres précieuses et des pierres semi-précieuses
Nace2003,3622201,FR,la fabrication de perles travaillées
Nace2003,3622202,FR,"la fabrication de pierres gemmes (précieuses ou fines) travaillées, à l'exclusion du diamant"
Nace2003,3622203,FR,le travail de pierres de qualité industrielle (à l'exclusion du diamant) et de pierres synthétiques ou reconstituées
Nace2003,36223,FR,Fabrication de bijoux et de parures
Nace2003,3622301,FR,"la fabrication d'articles de bijouterie en métaux précieux, en plaqués ou en doublés de métaux précieux ou de pierres gemmes sur des métaux communs, ou en assemblage de métal précieux et de pierres ge"
Nace2003,3622302,FR,la fabrication de bracelets de montres en métaux précieux
Nace2003,36224,FR,Fabrication d'articles d'orfèvrerie
Nace2003,3622401,FR,"la fabrication d'articles d'orfèvrerie en métaux précieux ou en plaqués ou doublés de métaux précieux sur des métaux communs: vaisselle plate ou creuse, couverts, articles de toilette,garnitures de bu"
Nace2003,3622402,FR,la fabrication de catalyseurs en métaux précieux et d'articles d'usage pour laboratoires
Nace2003,3622403,FR,la gravure d'objets en métaux précieux
Nace2003,363,FR,Fabrication d'instruments de musique
Nace2003,3630,FR,Fabrication d'instruments de musique
Nace2003,36300,FR,Fabrication d'instruments de musique
Nace2003,3630001,FR,la fabrication d'instruments à cordes
Nace2003,3630002,FR,"la fabrication d'instruments à cordes à clavier, y compris les pianos automatiques"
Nace2003,3630003,FR,"la fabrication d'orges à tuyaux et à clavier, y compris les harmoniums et instruments similaires à clavier et à anches libres métalliques"
Nace2003,3630004,FR,"la fabrication d'accordéons et d'instruments similaires, y compris les harmonicas à bouche"
Nace2003,3630005,FR,la fabrication d'instruments à vent
Nace2003,3630006,FR,la fabrication d'instruments de musique à percussion
Nace2003,3630007,FR,la fabrication d'instruments de musique dont le son est produit électroniquement
Nace2003,3630008,FR,"la fabrication de boîtes à musique, d'orchestrions, d'orges du Barbarie, etc."
Nace2003,3630009,FR,"La fabrication de parties et accessoires d'instruments de musique: métronomes, diapasons, cartes, disques et rouleaux pour instruments mécaniques, etc."
Nace2003,3630010,FR,"la fabrication de sifflets, de cornes d'appel et d'autres instruments d'appel ou de signalisation à bouche"
Nace2003,3630011,FR,la réparation d'instruments de musique
Nace2003,364,FR,Fabrication d'articles de sport
Nace2003,3640,FR,Fabrication d'articles de sport
Nace2003,36400,FR,Fabrication d'articles de sport
Nace2003,3640001,FR,"la fabrication de balles et ballons durs, mous ou gonflables"
Nace2003,3640002,FR,"la fabrication de raquettes, battes et clubs de golf"
Nace2003,3640003,FR,la fabrication de filets pour la pratique de sports divers
Nace2003,3640004,FR,la fabrication de matériel pour les sports d'hiver et l'alpinisme
Nace2003,3640005,FR,la fabrication d'articles pour la pêche sportive (y compris les épuisettes) et pour la chasse
Nace2003,3640006,FR,la fabrication de matériel pour les sports nautiques (y compris planches à voile et combinaisons isothermes)
Nace2003,3640007,FR,la fabrication d'arcs et arbalètes
Nace2003,3640008,FR,"la fabrication de patins à glace, patins à roulettes, etc."
Nace2003,3640009,FR,la fabrication de bassins pour piscines et pataugeoires
Nace2003,3640010,FR,la fabrication de matériels pour la gymnastique ou l'athlétisme
Nace2003,3640011,FR,la fabrication d'appareils et matériels pour le body-building et les centres fitness
Nace2003,3640012,FR,la fabrication de gants et coiffures de sport en cuir
Nace2003,365,FR,Fabrication de jeux et jouets
Nace2003,3650,FR,Fabrication de jeux et jouets
Nace2003,36500,FR,Fabrication de jeux et jouets
Nace2003,3650001,FR,la fabrication de poupées et de vêtements et accessoires pour poupées
Nace2003,3650002,FR,la fabrication de jouets représentant des animaux
Nace2003,3650003,FR,"la fabrication de jouets à roues conçus pour être montés par les enfants, y compris les tricycles"
Nace2003,3650004,FR,la fabrication d'instruments de musique ayant le caractère de jouets
Nace2003,3650005,FR,la fabrication d'articles pour jeux de société et de cartes à jouer
Nace2003,3650006,FR,"la fabrication de jeux à moteur ou à mouvement, de jeux fonctionnant au moyen de pièces de monnaie, de billard, de tables spéciales pour jeux de casino,de jeux de quilles automatiques (bowlings), etc."
Nace2003,3650007,FR,"la fabrication de jeux électroniques: jeux vidéo, jeux d'échecs, etc."
Nace2003,3650008,FR,"la fabrication de modèles réduits et de modèles similaires pour le divertissement, de trains électriques, de circuits auto, de jeux de construction, etc."
Nace2003,3650009,FR,"la fabrication de puzzles, etc."
Nace2003,366,FR,Autres industries diverses
Nace2003,3661,FR,Fabrication de bijoux de fantaisie
Nace2003,36610,FR,Fabrication de bijoux de fantaisie
Nace2003,3661001,FR,"la fabrication de bijouterie de fantaisie et d'articles de parure en toutes matières ne comprenant ni métaux précieux, ni plaqués, ni doublés de métaux précieux, ni pierres fines ou précieuses"
Nace2003,3662,FR,Fabrication d'articles de brosserie
Nace2003,36620,FR,Fabrication d'articles de brosserie
Nace2003,3662001,FR,"la fabrication de brosserie: balais mécaniques à usage manuel, balais, plumeaux, balayettes, brosses, etc.; raclettes en caoutchouc ou en d'autres matières souples; brosses, pinceaux, rouleaux et tamp"
Nace2003,3662002,FR,la fabrication de brosses à habits et à chaussures
Nace2003,3663,FR,Autres activités manufacturières n.d.a.
Nace2003,36630,FR,Autres activités manufacturières n.d.a.
Nace2003,3663001,FR,"la fabrication de stylos et de crayons de tous types, mécaniques ou non"
Nace2003,3663002,FR,la fabrication de mines pour crayons
Nace2003,3663003,FR,"la fabrication de dateurs, de cachets ou de numéroteurs, d'appareils manuels pour l'impression d'étiquettes, d'imprimeries à main, de rubans encreurs préparés pour machines à écrire et de tampons encr"
Nace2003,3663004,FR,la fabrication de landaux et de poussettes
Nace2003,3663005,FR,"la fabrication de parapluies, d'ombrelles, de parasols, de cannes, de fouets, de cravaches"
Nace2003,3663006,FR,"la fabrication de boutons, de boutons-pression et de fermetures à glissière"
Nace2003,3663007,FR,la fabrication de briquettes et d'allumettes
Nace2003,3663008,FR,"la fabrication d'articles à usage personnel: pipes, peignes à coiffer, barrettes, vaporisateurs de toilette, perruques, fausses barbes, etc.; bouteilles isolantes et autres récipients isothermiques à"
Nace2003,3663009,FR,"la fabrication de manèges, de balançoires, de stands de tir et d'autres attractions pour foires et parcs d'attractions"
Nace2003,3663010,FR,la fabrication de linoléum et de revêtements de sol rigides en des matières autres que les matières plastiques
Nace2003,3663011,FR,"la fabrication de bougies, chandelles, cierges et articles similaires"
Nace2003,3663012,FR,"la fabrication de fleurs, fruits et feuillages artificiels et d'articles d'ornementation en fleurs séchées"
Nace2003,3663013,FR,"la fabrication d'articles-surprises, d'articles pour fêtes et d'articles de prestidigitation"
Nace2003,3663014,FR,les activités des taxidermistes
Nace2003,3663015,FR,"la fabrication d'articles divers: tamis et cribles à main, mannequins et autres articles de vitrine, etc."
Nace2003,37,FR,Récupération
Nace2003,371,FR,Récupération des matières métalliques recyclables
Nace2003,3710,FR,Récupération des matières métalliques recyclables
Nace2003,37100,FR,Récupération des matières métalliques recyclables
Nace2003,3710001,FR,"la récupération de métaux ferreux et non ferreux recyclables par broyage par des procédés mécaniques d'objets métalliques tels que vieilles voitures, machines à laver hors d'usage, vieux vélos, .., su"
Nace2003,3710002,FR,"la récupération de métaux ferreux et non ferreux recyclables par la réduction par des procédés mécaniques, d'objets métalliques volumineux tels que wagons de chemin de fer"
Nace2003,3710003,FR,la récupération de métaux ferreux et non ferreux recyclables par le compactage des ferrailles et des véhicules usagés
Nace2003,3710004,FR,la récupération de métaux ferreux et non ferreux recyclables par le démontage d'objets hors d'usage (voitures p.ex.) afin d'en extraire les éléments récupérables
Nace2003,3710005,FR,"la récupération de métaux ferreux et non ferreux recyclables par le démontage d'objets hors d'usage (voitures ou réfrigérateurs p.ex.) afin d'en éliminer les éléments toxiques (huile, liquide de refro"
Nace2003,372,FR,Récupération des matières non métalliques recyclables
Nace2003,3720,FR,Récupération des matières non métalliques recyclables
Nace2003,37200,FR,Récupération de matières non métalliques recyclables
Nace2003,3720001,FR,la régénération de caoutchouc (p.ex. régénération de pneumatiques usagés) afin d'obtenir des matières premières secondaires
Nace2003,3720002,FR,"le triage et le pastillage de matières plastiques en vue d'obtenir des matières premières secondaires utilisables pour la fabrication de tubes, de pots à fleurs, de palettes, etc."
Nace2003,3720003,FR,la récupération de produits chimiques (y compris les huiles) à partir de déchets chimiques
Nace2003,3720004,FR,"le broyage, le nettoyage et le triage du verre"
Nace2003,3720005,FR,"le broyage, le nettoyage et le triage d'autres déchets en vue d'obtenir des matières premières secondaires"
Nace2003,3721,FR,Récupération de papier
Nace2003,37210,FR,Récupération de papier
Nace2003,3722,FR,Récupération du textile
Nace2003,37220,FR,Récupération du textile
Nace2003,3723,FR,Récupération des matières chimiques
Nace2003,37230,FR,Récupération des matières chimiques
Nace2003,40,FR,"Production et distribution d'électricité, de gaz, de vapeur et d'eau chaude"
Nace2003,401,FR,Production et distribution d'électricité
Nace2003,4010,FR,Production et distribution d'électricité
Nace2003,40100,FR,Production et distribution d'électricité
Nace2003,4010001,FR,"la production d'électricité par n'importe quelle technique: centrale thermique classique ou nucléaire, usine hydro-électrique ou par turbine à gaz, par centrale diesel ou à partir d'autres sources d'é"
Nace2003,4010002,FR,la transmission et la distribution d'électricité
Nace2003,4011,FR,Production d'électricité
Nace2003,40110,FR,Production d'électricité
Nace2003,4012,FR,Transport d'électricité
Nace2003,40120,FR,Transport d'électricité
Nace2003,4013,FR,Distribution et commerce d'électricité
Nace2003,40130,FR,Distribution et commerce d'électricité
Nace2003,402,FR,Production et distribution de combustibles gazeux
Nace2003,4020,FR,Production et distribution de gaz
Nace2003,40200,FR,Production et distribution de gaz
Nace2003,4020001,FR,"la production de combustibles gazeux d'une valeur calorifique déterminée par purification,mélange ou autres traitements de gaz d'origines diverses, y compris le biogaz et le gaz de houille"
Nace2003,4020002,FR,le transport et la distribution par conduites de combustibles gazeux de tous types
Nace2003,4020003,FR,la gestion de réservoirs de stockage
Nace2003,4020004,FR,la mise en bouteille de gaz
Nace2003,4021,FR,Production de gaz
Nace2003,40210,FR,Production de gaz
Nace2003,4022,FR,Distribution et commerce de combustibles gazeux
Nace2003,40220,FR,Distribution et commerce de combustibles gazeux
Nace2003,403,FR,Production et distribution de vapeur et d'eau chaude; production de glace hydriques non destinées à la consommation
Nace2003,4030,FR,Distribution de vapeur et d'eau chaude; production de glaces hydriques non destinées à la consommation
Nace2003,40300,FR,Production et distribution de vapeur et d'eau chaude; production de glace hydriques non destinées à la consommation
Nace2003,4030001,FR,"la production, la collecte et la distribution de vapeur et d'eau chaude pour le chauffage, la force motrice et d'autres usages"
Nace2003,4030002,FR,la production et la distribution d'eau froide ou de glace pour le refroidissement
